State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Northern Borders,Turaif,2015-11-01,27.25,89.61,7.16,16.75,23.91,1.15,0.64,5.46,59.87,1.54,3.96,2.93,91,Satisfactory,16.05,20.86,9e-05,0.93,17.52,223.6
Northern Borders,Rafha,2015-11-01,29.24,86.01,6.38,18.4,24.78,2.51,0.63,5.77,39.18,1.94,7.73,3.1,73,Satisfactory,11.29,29.83,0.0001,1.08,13.27,568.22
Hail Province,Hail,2015-11-01,18.9,49.71,8.85,18.66,27.51,2.18,0.66,7.15,46.55,0.88,1.99,0.95,52,Satisfactory,15.43,20.22,0.00016,1.86,16.27,173.29
Hail Province,Baqaa,2015-11-01,37.06,100.34,7.72,18.27,25.99,1.71,0.83,6.16,49.36,2.29,5.87,3.2,133,Moderate,13.34,27.04,0.00014,0.94,16.9,353.75
Hail Province,Al Ghazalah,2015-11-01,13.82,78.99,9.27,18.58,27.85,1.09,0.63,8.96,63.69,2.01,4.7,5.4,70,Satisfactory,17.92,28.88,0.00012,1.05,17.11,423.44
Najran Province,Najran,2015-11-01,10.44,87.47,14.9,26.59,41.48,1.92,0.49,2.74,55.41,1.56,5.03,2.09,29,Good,4.01,19.19,0.00013,1.04,11.58,174.83
Najran Province,Sharurah,2015-11-01,27.68,87.88,5.8,16.09,21.89,1.64,0.73,5.36,58.0,1.43,3.78,3.06,75,Satisfactory,11.39,10.0,4e-05,1.03,23.4,170.9
Najran Province,Hubuna,2015-11-01,19.23,71.08,7.69,14.6,22.29,2.44,0.6,2.13,53.12,0.75,2.78,0.96,94,Satisfactory,11.35,16.74,0.00012,1.83,25.63,193.63
Riyadh Province,Riyadh,2015-12-01,30.22,91.42,16.01,39.53,55.54,1.78,1.36,10.56,42.54,2.14,7.51,3.5,74,Satisfactory,12.23,19.41,0.00012,1.81,17.6,2538.71
Riyadh Province,Al Kharj,2015-12-01,26.73,68.79,7.13,23.31,30.44,2.12,0.57,5.97,61.17,1.44,3.82,2.67,75,Satisfactory,6.3,18.28,8e-05,0.9,15.64,183.16
Riyadh Province,Ad Dawadimi,2015-12-01,45.17,47.37,15.01,25.23,40.23,2.39,0.76,8.46,33.78,1.36,4.0,1.59,123,Moderate,6.83,27.34,2e-05,1.41,19.13,136.23
Riyadh Province,Majmaah,2015-12-01,28.14,47.33,7.29,20.1,27.39,2.06,0.57,6.8,37.07,1.54,5.66,1.88,97,Satisfactory,9.6,24.88,0.0001,1.57,23.21,385.88
Riyadh Province,Wadi ad-Dawasir,2015-12-01,18.58,93.34,8.19,18.88,27.08,1.66,0.5,3.02,42.9,0.59,2.07,0.93,76,Satisfactory,17.18,35.02,0.00012,1.69,15.37,186.7
Riyadh Province,Afif,2015-12-01,28.33,45.81,4.55,14.31,18.86,3.97,0.47,7.17,42.83,1.78,5.24,2.71,88,Satisfactory,9.06,12.48,0.00016,1.46,24.59,403.16
Riyadh Province,Zulfi,2015-12-01,26.15,90.77,5.27,15.98,21.25,2.38,0.43,3.3,50.52,2.04,4.85,5.45,73,Satisfactory,17.87,10.0,9e-05,0.73,15.92,21.94
Riyadh Province,Shaqra,2015-12-01,26.22,89.95,5.59,16.94,22.53,2.25,0.75,7.25,53.63,1.15,2.7,1.34,80,Satisfactory,14.05,10.0,2e-05,1.92,20.3,366.86
Riyadh Province,Al Quwayiyah,2015-12-01,38.41,80.69,9.05,16.43,25.47,1.72,0.45,6.06,24.21,0.98,2.15,1.69,106,Moderate,7.18,17.84,0.00013,1.37,18.43,81.88
Riyadh Province,Diriyah,2015-12-01,30.77,83.08,6.37,20.72,27.09,3.22,0.84,5.42,36.42,1.23,3.67,3.12,92,Satisfactory,8.42,24.21,0.00012,1.7,17.75,504.37
Riyadh Province,Muzahmiyya,2015-12-01,29.45,56.15,6.94,22.02,28.96,1.04,0.64,6.49,32.22,2.13,4.77,4.97,57,Satisfactory,9.48,11.98,0.0001,1.87,15.02,600.84
Riyadh Province,Thadiq,2015-12-01,19.36,69.33,10.26,18.24,28.5,2.71,0.52,5.97,39.84,1.06,2.23,3.16,85,Satisfactory,14.75,17.52,0.0001,1.72,14.15,348.24
Makkah Province,Mecca,2015-12-01,34.79,64.13,19.27,45.99,65.26,3.42,0.73,6.77,47.97,1.97,6.85,2.61,53,Satisfactory,6.83,21.37,0.00016,1.89,23.04,6046.24
Makkah Province,Jeddah,2015-12-01,21.71,94.19,11.5,34.24,45.74,1.61,0.78,5.26,48.28,0.73,2.33,1.82,97,Satisfactory,13.96,65.38,0.00013,1.17,21.24,2247.7
Makkah Province,Taif,2015-12-01,30.3,85.51,13.02,36.72,49.73,1.22,0.66,2.97,30.69,0.83,2.47,1.07,54,Satisfactory,9.19,25.17,4e-05,1.31,15.75,153.78
Makkah Province,Rabigh,2015-12-01,18.55,46.29,13.72,30.02,43.74,3.05,0.53,40.52,31.85,2.3,7.74,4.02,51,Satisfactory,19.7,57.81,0.00016,1.7,54.97,1361.65
Makkah Province,Al Qunfudhah,2015-12-01,12.93,66.31,5.68,16.9,22.58,1.76,0.58,6.44,48.87,1.08,3.74,2.8,92,Satisfactory,19.8,51.56,0.00016,1.06,14.14,360.47
Makkah Province,Al Lith,2015-12-01,21.83,70.57,9.82,21.81,31.63,2.22,0.48,10.36,54.12,2.35,5.16,2.88,83,Satisfactory,16.44,31.59,8e-05,1.0,17.85,443.21
Makkah Province,Khulais,2015-12-01,21.54,79.97,9.23,18.54,27.78,3.22,0.47,3.09,41.52,1.13,4.02,1.71,54,Satisfactory,15.18,10.37,5e-05,2.35,21.37,281.1
Makkah Province,Turabah,2015-12-01,33.93,114.06,4.6,13.91,18.51,1.62,0.62,7.93,44.8,1.3,5.13,2.0,68,Satisfactory,11.3,23.64,0.0001,2.05,13.41,405.81
Makkah Province,Ranyah,2015-12-01,17.47,78.35,13.43,31.76,45.2,1.79,0.49,5.69,44.17,0.72,1.91,1.73,80,Satisfactory,13.13,19.65,9e-05,1.27,17.22,67.57
Eastern Province,Dammam,2015-12-01,32.01,47.07,20.42,45.34,65.76,2.65,1.13,6.68,46.97,1.56,3.66,2.87,93,Satisfactory,27.79,49.59,7e-05,0.89,19.32,5201.06
Eastern Province,Al Ahsa,2015-12-01,21.33,83.98,6.57,16.79,23.36,1.22,0.62,6.83,37.69,1.04,2.64,1.26,63,Satisfactory,13.49,29.03,0.0,1.07,12.86,50.56
Eastern Province,Jubail,2015-12-01,29.71,52.63,10.81,26.02,36.84,2.01,0.3,22.95,45.71,2.78,5.95,7.45,90,Satisfactory,11.2,44.57,5e-05,1.19,50.77,939.13
Eastern Province,Dhahran,2015-12-01,46.94,110.66,20.51,59.47,79.98,2.69,0.37,21.47,40.31,3.46,10.91,6.8,113,Moderate,12.5,10.0,0.00012,0.97,29.82,1043.23
Eastern Province,Khobar,2015-12-01,25.95,92.56,11.03,18.94,29.97,1.4,0.48,5.37,63.1,1.57,3.93,4.14,78,Satisfactory,23.57,48.34,0.00011,1.37,14.39,120.98
Eastern Province,Hafar Al Batin,2015-12-01,27.75,78.05,5.13,15.54,20.67,1.59,0.47,7.05,35.87,0.92,3.35,1.08,88,Satisfactory,20.9,32.03,0.00013,1.35,18.7,176.19
Eastern Province,Khafji,2015-12-01,37.72,91.59,17.88,45.72,63.6,0.89,0.47,29.9,28.44,3.04,8.57,7.17,139,Moderate,9.87,24.51,0.00014,1.48,48.11,1510.08
Eastern Province,Qatif,2015-12-01,22.32,107.03,3.91,11.64,15.55,1.99,0.65,5.76,55.96,1.26,4.54,1.94,86,Satisfactory,23.21,61.64,0.00012,1.1,6.58,154.8
Eastern Province,Ras Tanura,2015-12-01,19.53,92.27,7.78,25.85,33.62,1.37,0.54,13.11,63.86,4.49,15.13,11.35,71,Satisfactory,16.82,73.54,7e-05,1.41,49.17,693.94
Eastern Province,Abqaiq,2015-12-01,40.12,95.45,16.31,30.09,46.4,3.11,0.71,27.24,43.13,3.14,6.64,4.79,137,Moderate,11.22,19.62,3e-05,1.22,62.38,520.7
Eastern Province,Safwa,2015-12-01,32.73,78.83,9.59,19.47,29.06,2.62,0.52,3.68,45.17,0.49,1.33,0.49,60,Satisfactory,12.06,33.98,0.00013,1.44,16.54,473.85
Eastern Province,Nariyah,2015-12-01,33.31,59.25,10.84,26.98,37.82,3.59,0.6,4.53,55.49,1.89,4.62,2.83,86,Satisfactory,11.16,23.17,6e-05,2.03,14.75,139.63
Eastern Province,Buqayq,2015-12-01,24.09,94.34,13.81,29.59,43.41,2.06,0.42,4.26,38.84,1.56,5.56,4.64,75,Satisfactory,12.83,15.2,0.00017,0.94,22.04,453.31
Madinah Province,Medina,2015-12-01,33.31,91.78,15.76,38.26,54.03,2.26,1.12,4.87,62.67,1.76,6.87,4.26,62,Satisfactory,12.81,14.57,9e-05,1.12,19.97,2384.6
Madinah Province,Yanbu,2015-12-01,29.86,84.8,18.95,48.59,67.55,1.91,0.72,23.68,34.98,5.17,18.26,6.31,56,Satisfactory,19.66,75.52,9e-05,0.88,65.15,1619.94
Madinah Province,Al Ula,2015-12-01,11.09,81.7,5.09,14.11,19.2,1.7,0.44,7.58,42.03,2.21,8.35,4.2,19,Good,11.87,19.38,7e-05,1.88,17.72,358.87
Madinah Province,Bader,2015-12-01,22.68,38.22,11.42,25.39,36.81,1.78,0.64,8.56,33.66,1.36,4.57,3.04,73,Satisfactory,5.81,10.0,5e-05,1.6,15.77,255.67
Madinah Province,Mahd Al Thahab,2015-12-01,22.94,89.24,8.57,23.83,32.4,2.1,0.78,6.13,41.6,0.18,0.46,0.34,99,Satisfactory,15.8,31.33,0.0001,0.75,16.76,406.48
Madinah Province,Hanakiyah,2015-12-01,33.1,99.23,10.77,18.12,28.89,2.98,0.82,4.75,52.19,1.04,2.87,1.4,80,Satisfactory,11.24,10.0,0.0001,1.41,17.64,524.35
Asir Province,Abha,2015-12-01,36.95,91.46,7.82,23.12,30.94,3.83,0.67,4.1,47.52,1.46,4.48,3.84,112,Moderate,13.38,80.68,7e-05,2.12,18.35,244.74
Asir Province,Khamis Mushait,2015-12-01,40.12,104.88,10.99,24.94,35.93,1.43,0.79,4.54,28.05,1.6,4.19,3.23,116,Moderate,10.66,38.29,4e-05,0.61,11.71,498.13
Asir Province,Muhayil,2015-12-01,23.19,88.31,8.02,15.53,23.56,1.12,0.6,2.88,30.01,1.21,4.23,1.8,91,Satisfactory,6.71,24.96,0.00016,1.59,18.02,690.17
Asir Province,Bisha,2015-12-01,23.63,108.31,5.29,14.37,19.67,2.27,0.57,9.78,38.26,1.44,4.59,3.95,85,Satisfactory,13.16,36.15,1e-05,1.68,18.74,267.03
Asir Province,Sarat Ubaida,2015-12-01,18.95,92.78,7.66,18.62,26.29,2.58,0.77,2.71,41.33,1.37,2.91,1.45,68,Satisfactory,5.43,68.95,8e-05,1.9,24.71,210.82
Asir Province,Tathleeth,2015-12-01,14.92,83.09,8.82,15.53,24.35,1.81,0.65,5.48,29.32,1.96,4.25,5.23,78,Satisfactory,8.15,21.55,0.00014,1.82,20.09,332.29
Asir Province,Majardah,2015-12-01,34.02,75.97,6.11,13.43,19.54,1.89,0.46,4.81,42.46,1.33,3.78,3.04,87,Satisfactory,10.17,49.65,7e-05,0.68,21.19,453.05
Jazan Province,Jazan,2015-12-01,14.79,49.23,10.24,23.82,34.06,1.3,0.48,5.58,33.91,1.44,5.31,1.95,76,Satisfactory,18.88,74.72,3e-05,1.43,23.34,55.77
Jazan Province,Sabya,2015-12-01,25.96,89.42,17.13,36.4,53.53,1.05,0.46,5.85,28.39,1.07,3.9,2.7,82,Satisfactory,17.19,20.46,0.00012,1.19,18.31,407.32
Jazan Province,Abu Arish,2015-12-01,24.91,93.09,6.87,14.64,21.51,0.95,0.63,7.18,34.81,1.2,3.08,3.49,64,Satisfactory,17.4,22.63,0.00012,0.45,20.15,577.62
Jazan Province,Samtah,2015-12-01,18.62,91.77,13.94,25.77,39.71,2.13,0.93,6.21,45.2,2.0,5.77,2.26,98,Satisfactory,11.94,29.79,0.00013,2.07,17.17,515.5
Jazan Province,Ad Darb,2015-12-01,24.44,109.66,8.13,21.33,29.46,2.0,0.57,1.99,42.68,2.4,7.02,5.57,86,Satisfactory,9.59,19.41,8e-05,0.51,19.41,319.53
Jazan Province,Farasan,2015-12-01,11.82,84.95,6.87,17.84,24.71,1.83,0.97,9.73,54.38,1.4,4.24,1.69,40,Good,21.37,70.53,0.00012,1.39,17.21,269.68
Tabuk Province,Tabuk,2015-12-01,33.0,98.11,6.43,21.34,27.77,0.3,0.6,4.0,50.39,1.57,4.04,4.38,98,Satisfactory,9.56,28.38,0.00015,1.01,18.52,110.8
Tabuk Province,Tayma,2015-12-01,14.16,30.61,8.45,23.53,31.99,2.21,0.69,5.37,52.81,1.58,3.16,2.74,83,Satisfactory,12.17,16.29,0.0,1.38,15.93,544.1
Tabuk Province,Umluj,2015-12-01,19.86,67.77,7.91,16.11,24.01,1.96,0.6,9.16,53.77,1.61,4.3,2.9,72,Satisfactory,25.85,73.11,4e-05,1.52,19.99,401.39
Tabuk Province,Al Wajh,2015-12-01,22.25,69.14,11.15,20.8,31.95,0.81,0.73,5.77,49.29,1.67,3.93,2.37,72,Satisfactory,14.45,85.07,7e-05,2.1,19.33,499.73
Tabuk Province,Duba,2015-12-01,13.87,67.95,8.21,16.91,25.12,1.48,0.58,5.65,41.03,2.08,6.13,5.47,51,Satisfactory,21.13,92.73,0.00012,1.27,17.45,138.97
Al-Qassim Province,Buraidah,2015-12-01,18.67,89.39,9.54,18.71,28.26,0.68,0.51,7.39,48.23,1.57,4.64,2.03,59,Satisfactory,9.88,12.99,5e-05,1.84,25.32,509.25
Al-Qassim Province,Unaizah,2015-12-01,23.25,76.51,7.95,21.04,29.0,2.08,0.9,3.74,46.2,2.0,5.45,5.88,83,Satisfactory,7.77,25.19,0.00011,1.88,17.7,70.35
Al-Qassim Province,Ar Rass,2015-12-01,27.65,74.19,10.64,27.88,38.52,2.05,0.62,3.94,37.34,1.42,3.87,1.77,79,Satisfactory,5.85,17.78,2e-05,1.73,14.64,529.97
Al-Qassim Province,Al Bukayriyah,2015-12-01,17.56,86.1,10.65,20.39,31.05,0.25,0.71,5.59,38.96,0.98,2.08,1.24,66,Satisfactory,4.28,16.1,3e-05,1.31,19.64,564.69
Al-Qassim Province,Al Badai,2015-12-01,22.79,101.09,7.64,15.63,23.27,2.66,0.75,8.49,51.56,2.02,5.74,4.06,97,Satisfactory,16.4,11.8,0.00012,1.0,20.09,339.42
Al Jawf Province,Sakaka,2015-12-01,34.34,75.97,15.21,27.02,42.23,1.55,0.63,8.59,52.22,1.53,3.62,2.29,53,Satisfactory,11.96,30.96,0.00012,1.52,19.01,583.01
Al Jawf Province,Dumat Al Jandal,2015-12-01,26.34,81.5,8.22,21.0,29.22,2.95,0.4,5.9,35.18,1.97,6.43,3.92,76,Satisfactory,20.78,31.39,8e-05,1.57,18.29,178.61
Al Jawf Province,Qurayyat,2015-12-01,24.21,65.14,6.87,13.41,20.27,2.44,0.66,7.85,47.9,0.93,2.05,1.01,76,Satisfactory,13.91,23.35,2e-05,2.14,19.76,406.13
Northern Borders,Arar,2015-12-01,18.29,110.83,7.78,22.66,30.44,1.3,0.83,11.86,36.08,1.14,4.09,1.81,94,Satisfactory,15.2,26.52,0.00013,2.0,13.24,472.83
Northern Borders,Turaif,2015-12-01,25.43,63.13,16.06,28.07,44.14,2.1,0.68,6.87,41.79,2.2,5.02,4.8,92,Satisfactory,15.56,12.31,0.00012,0.79,20.18,38.45
Northern Borders,Rafha,2015-12-01,20.69,78.56,8.4,22.44,30.84,3.56,0.44,8.02,45.67,1.2,3.73,2.05,89,Satisfactory,14.96,29.63,0.00017,1.64,12.8,162.35
Hail Province,Hail,2015-12-01,33.29,61.41,5.06,12.5,17.56,1.53,0.74,5.05,43.11,1.42,2.88,3.69,96,Satisfactory,14.64,21.84,0.0001,1.27,22.17,143.71
Hail Province,Baqaa,2015-12-01,23.23,74.69,15.64,28.52,44.16,0.97,0.5,8.65,32.36,1.21,3.63,2.79,98,Satisfactory,19.64,10.0,4e-05,1.47,22.59,323.76
Hail Province,Al Ghazalah,2015-12-01,23.67,104.29,5.82,13.87,19.7,1.15,0.91,4.89,31.62,1.05,2.69,2.92,83,Satisfactory,19.05,21.96,0.00013,1.77,8.99,442.44
Najran Province,Najran,2015-12-01,16.0,90.23,10.92,28.63,39.56,3.61,0.47,6.45,37.51,2.35,8.16,3.57,61,Satisfactory,13.32,25.75,0.00013,1.2,14.51,387.26
Najran Province,Sharurah,2015-12-01,19.55,113.36,5.83,17.69,23.52,1.31,0.66,6.53,62.47,1.61,4.72,1.86,84,Satisfactory,5.26,19.68,9e-05,1.54,14.39,251.87
Najran Province,Hubuna,2015-12-01,14.83,52.44,4.41,10.55,14.97,2.48,0.62,2.65,41.28,1.43,5.31,4.15,55,Satisfactory,13.5,20.47,0.0001,1.74,19.29,327.96
Riyadh Province,Riyadh,2016-01-01,34.26,81.14,10.73,27.61,38.35,2.45,1.01,7.01,30.35,1.06,2.51,2.07,55,Satisfactory,14.61,10.0,0.0001,1.5,15.78,3809.01
Riyadh Province,Al Kharj,2016-01-01,39.67,60.16,5.88,13.57,19.45,1.79,0.59,6.21,45.25,1.04,2.68,1.5,107,Moderate,10.35,31.71,0.00013,1.33,22.35,433.83
Riyadh Province,Ad Dawadimi,2016-01-01,20.45,86.3,8.28,21.4,29.67,2.11,0.78,3.83,39.72,1.43,5.03,3.97,80,Satisfactory,15.16,10.0,8e-05,1.52,18.48,424.64
Riyadh Province,Majmaah,2016-01-01,26.02,51.01,7.18,18.51,25.69,1.87,0.72,7.6,38.31,1.44,3.76,3.74,62,Satisfactory,9.75,32.23,0.0001,1.32,15.54,343.04
Riyadh Province,Wadi ad-Dawasir,2016-01-01,23.08,74.15,5.27,12.21,17.48,1.56,0.33,6.87,43.74,0.7,2.22,1.73,95,Satisfactory,5.99,18.84,0.00012,1.59,16.81,526.83
Riyadh Province,Afif,2016-01-01,34.23,107.17,11.05,28.74,39.79,2.41,0.75,5.59,41.54,2.06,4.72,3.33,58,Satisfactory,15.65,29.92,8e-05,1.39,30.55,328.61
Riyadh Province,Zulfi,2016-01-01,28.13,46.88,8.53,26.77,35.31,0.86,0.5,5.38,54.98,0.79,2.51,1.21,52,Satisfactory,16.3,15.96,0.00011,1.71,16.13,508.0
Riyadh Province,Shaqra,2016-01-01,27.04,83.11,5.38,12.33,17.72,2.95,0.68,8.2,50.68,2.4,9.09,6.21,65,Satisfactory,19.45,15.27,0.00011,1.58,10.5,443.46
Riyadh Province,Al Quwayiyah,2016-01-01,1.16,80.86,3.21,7.39,10.6,1.66,0.32,4.16,60.69,2.32,6.62,3.88,32,Good,17.71,17.22,5e-05,1.53,11.81,427.48
Riyadh Province,Diriyah,2016-01-01,36.56,102.4,7.14,14.66,21.8,1.44,0.68,6.48,22.94,2.07,7.76,4.0,108,Moderate,14.69,10.0,0.0001,1.24,15.61,245.42
Riyadh Province,Muzahmiyya,2016-01-01,16.89,74.24,5.85,19.46,25.31,2.82,0.53,5.21,79.0,1.82,3.65,5.37,52,Satisfactory,9.01,13.96,0.00015,1.58,18.9,464.78
Riyadh Province,Thadiq,2016-01-01,23.31,74.19,8.24,14.44,22.68,2.17,0.85,6.59,46.34,0.98,3.38,2.59,81,Satisfactory,8.17,33.12,9e-05,1.01,24.56,262.97
Makkah Province,Mecca,2016-01-01,41.77,78.83,15.34,47.82,63.16,3.37,0.62,8.63,52.78,2.07,7.57,5.37,116,Moderate,15.98,16.97,6e-05,1.58,21.46,3943.28
Makkah Province,Jeddah,2016-01-01,24.25,64.28,18.2,35.61,53.82,1.47,0.5,5.05,19.63,2.15,5.58,5.56,84,Satisfactory,16.04,53.41,0.00017,1.52,25.3,5506.88
Makkah Province,Taif,2016-01-01,22.89,81.95,8.25,16.0,24.25,2.19,0.57,8.16,60.31,1.68,6.1,3.82,54,Satisfactory,10.92,10.02,0.0001,1.07,17.95,313.5
Makkah Province,Rabigh,2016-01-01,44.63,54.84,18.08,35.51,53.59,3.1,0.52,23.67,53.99,3.8,9.62,5.39,136,Moderate,21.17,88.47,7e-05,1.21,45.74,767.33
Makkah Province,Al Qunfudhah,2016-01-01,13.77,106.67,7.27,14.99,22.26,1.65,0.69,5.37,49.36,1.77,5.93,2.02,93,Satisfactory,18.95,62.9,0.00011,1.45,19.4,257.86
Makkah Province,Al Lith,2016-01-01,28.03,87.33,12.92,22.62,35.55,2.36,0.76,3.33,43.28,0.49,1.5,0.97,88,Satisfactory,8.42,19.1,0.0,0.94,12.2,165.63
Makkah Province,Khulais,2016-01-01,11.31,73.35,4.51,14.76,19.27,2.36,0.3,6.03,54.44,0.3,0.9,0.41,16,Good,10.94,10.0,7e-05,1.55,21.31,325.75
Makkah Province,Turabah,2016-01-01,19.75,87.99,7.47,15.37,22.85,1.84,0.59,8.82,27.82,1.15,2.98,1.62,55,Satisfactory,17.03,21.21,0.00019,1.75,18.29,483.01
Makkah Province,Ranyah,2016-01-01,17.12,85.62,8.62,22.1,30.73,2.93,0.44,7.74,57.23,2.14,7.67,4.16,93,Satisfactory,14.65,26.81,0.0001,1.51,9.85,290.11
Eastern Province,Dammam,2016-01-01,30.42,98.66,13.1,21.91,35.01,3.27,0.92,5.59,40.96,1.73,4.85,3.6,87,Satisfactory,20.09,56.42,7e-05,0.93,20.58,2384.91
Eastern Province,Al Ahsa,2016-01-01,36.69,89.52,15.98,28.36,44.33,1.63,0.54,7.18,55.46,1.71,5.9,1.78,128,Moderate,12.41,19.91,9e-05,1.68,11.26,361.15
Eastern Province,Jubail,2016-01-01,26.65,80.85,11.86,27.5,39.35,2.07,0.65,27.03,24.78,2.81,6.26,4.12,89,Satisfactory,13.32,81.66,0.00014,0.88,61.03,833.1
Eastern Province,Dhahran,2016-01-01,37.31,67.5,15.41,44.33,59.74,2.21,0.7,34.89,44.19,4.71,14.75,11.33,147,Moderate,9.61,17.16,0.0001,0.73,18.22,983.5
Eastern Province,Khobar,2016-01-01,25.08,77.14,7.02,17.45,24.47,2.15,0.71,5.13,64.99,1.67,4.71,3.8,91,Satisfactory,13.08,64.14,0.00012,1.46,17.9,302.62
Eastern Province,Hafar Al Batin,2016-01-01,30.76,79.15,8.51,21.78,30.28,0.85,0.56,7.79,52.11,1.04,2.65,1.65,64,Satisfactory,17.68,10.0,5e-05,0.68,17.09,312.06
Eastern Province,Khafji,2016-01-01,37.76,71.32,17.47,30.7,48.16,1.73,0.59,23.0,34.11,3.51,7.1,8.31,105,Moderate,10.52,11.38,6e-05,1.35,64.6,2020.1
Eastern Province,Qatif,2016-01-01,11.75,69.97,9.4,20.22,29.61,1.92,0.53,5.56,43.59,1.12,3.12,2.47,36,Good,12.18,46.03,0.00015,2.09,17.08,298.26
Eastern Province,Ras Tanura,2016-01-01,25.3,66.4,15.58,33.41,48.99,2.47,0.76,23.36,48.65,3.23,8.27,5.69,73,Satisfactory,19.08,67.21,0.00015,1.64,53.53,703.2
Eastern Province,Abqaiq,2016-01-01,50.71,76.05,14.75,34.37,49.12,2.68,0.6,24.72,43.17,4.88,13.04,11.14,116,Moderate,6.24,11.88,6e-05,1.2,49.25,1136.44
Eastern Province,Safwa,2016-01-01,37.67,53.57,7.43,13.8,21.23,1.4,0.75,3.43,68.24,2.25,5.64,6.49,138,Moderate,12.02,10.0,6e-05,1.66,16.53,636.92
Eastern Province,Nariyah,2016-01-01,29.26,94.32,12.45,28.31,40.76,1.28,0.66,8.48,36.1,1.78,5.71,2.61,62,Satisfactory,7.62,19.28,0.00015,2.21,28.77,268.78
Eastern Province,Buqayq,2016-01-01,25.16,92.9,6.64,16.32,22.95,2.19,0.74,7.76,54.4,1.49,4.69,3.35,70,Satisfactory,12.64,30.26,0.00011,1.35,14.69,437.01
Madinah Province,Medina,2016-01-01,34.24,63.45,22.9,55.57,78.47,2.46,1.27,7.55,53.09,1.71,4.75,3.95,63,Satisfactory,8.74,15.79,4e-05,1.09,25.17,4432.32
Madinah Province,Yanbu,2016-01-01,24.34,54.17,8.7,17.89,26.58,1.92,0.49,20.0,35.41,2.53,5.55,5.88,85,Satisfactory,24.33,66.81,3e-05,1.35,56.48,1439.75
Madinah Province,Al Ula,2016-01-01,3.1,72.23,4.15,11.21,15.36,2.2,0.78,6.82,47.0,1.25,4.82,3.25,17,Good,8.59,18.73,0.00011,1.64,10.58,18.5
Madinah Province,Bader,2016-01-01,30.25,57.97,8.3,15.25,23.55,1.35,0.71,1.64,43.6,1.41,3.62,2.63,78,Satisfactory,2.67,15.29,0.00016,1.77,20.3,519.8
Madinah Province,Mahd Al Thahab,2016-01-01,38.91,98.62,8.37,18.31,26.68,1.84,0.52,3.22,40.55,1.57,3.91,3.72,132,Moderate,13.85,10.0,0.00013,0.84,21.68,203.55
Madinah Province,Hanakiyah,2016-01-01,16.38,70.93,6.09,10.35,16.45,2.84,0.67,3.67,42.35,1.78,6.65,3.57,74,Satisfactory,13.09,21.81,1e-05,0.9,12.76,369.84
Asir Province,Abha,2016-01-01,31.69,53.76,6.64,14.78,21.42,2.81,0.51,4.42,32.26,0.95,3.02,1.07,78,Satisfactory,15.24,48.65,0.00021,0.93,12.79,380.67
Asir Province,Khamis Mushait,2016-01-01,29.71,97.18,8.38,17.75,26.13,1.77,0.66,3.45,59.25,1.53,5.63,1.97,80,Satisfactory,8.5,30.21,5e-05,1.01,21.1,427.16
Asir Province,Muhayil,2016-01-01,31.93,115.37,14.26,27.77,42.03,1.77,0.64,10.8,51.09,1.23,3.48,1.92,65,Satisfactory,14.55,37.95,0.0002,1.43,16.34,219.86
Asir Province,Bisha,2016-01-01,28.27,65.02,7.24,16.22,23.46,1.95,0.71,7.7,29.89,1.17,3.0,2.42,79,Satisfactory,9.69,63.78,5e-05,1.45,21.91,10.0
Asir Province,Sarat Ubaida,2016-01-01,35.05,66.88,7.44,18.0,25.44,2.01,0.51,5.97,59.68,1.48,3.53,2.03,71,Satisfactory,6.16,74.23,4e-05,1.52,11.25,167.49
Asir Province,Tathleeth,2016-01-01,20.76,106.91,7.11,15.68,22.79,1.77,0.39,9.59,25.15,1.73,6.31,3.11,60,Satisfactory,13.53,46.64,0.00014,1.27,21.47,10.0
Asir Province,Majardah,2016-01-01,22.7,66.24,6.94,17.05,23.98,2.35,0.46,9.97,52.2,1.94,7.46,5.53,94,Satisfactory,4.78,29.58,0.00013,1.34,22.55,253.47
Jazan Province,Jazan,2016-01-01,18.6,65.69,7.25,19.26,26.52,1.04,0.67,4.79,65.83,1.26,4.05,1.83,94,Satisfactory,21.9,75.22,8e-05,1.48,17.96,190.61
Jazan Province,Sabya,2016-01-01,16.51,76.31,7.39,24.44,31.83,2.12,0.54,6.62,35.96,0.8,2.17,1.51,75,Satisfactory,18.99,13.74,8e-05,1.36,17.99,291.03
Jazan Province,Abu Arish,2016-01-01,13.65,59.23,7.69,23.19,30.88,1.47,0.48,9.8,55.78,2.09,5.54,2.99,59,Satisfactory,23.69,27.55,0.00016,1.44,17.2,180.94
Jazan Province,Samtah,2016-01-01,29.02,32.11,5.4,10.04,15.44,1.82,0.8,5.26,42.53,1.92,4.83,5.67,88,Satisfactory,7.67,18.81,0.00015,2.01,14.87,253.47
