State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Guanajuato,Celaya,2021-06-01,22.57,31.7,8.0,,29.89,5.34,1.02,11.22,106.67,1.3,1.66,1.77,73.0,Moderate,10.3,58.6,0.104,1.16,32.46,53.5
Guanajuato,Celaya,2021-07-01,20.75,40.71,6.63,22.79,18.33,4.96,1.14,9.27,82.41,0.85,2.1,0.93,69.0,Moderate,7.3,75.7,0.134,0.21,33.78,53.5
Guanajuato,Celaya,2021-08-01,21.72,35.56,14.15,17.87,,2.95,0.99,,75.29,0.76,5.35,1.73,71.0,Moderate,8.5,67.7,0.177,0.75,32.95,53.4
Guanajuato,Celaya,2021-09-01,22.7,41.28,11.79,9.03,21.22,5.29,0.96,8.97,36.4,1.27,3.02,1.75,73.0,Moderate,14.7,81.0,0.25,0.45,33.57,53.5
Guanajuato,Celaya,2021-10-01,30.49,49.94,21.53,37.75,28.68,9.02,1.89,6.35,34.42,2.02,5.81,2.56,90.0,Moderate,8.8,65.2,0.241,4.42,33.24,53.6
Guanajuato,Celaya,2021-11-01,38.31,68.49,17.86,18.26,21.44,9.03,0.61,16.33,52.29,2.12,5.05,3.58,108.0,Unhealthy for Sensitive Groups,10.9,66.0,0.201,3.24,32.98,53.5
Guanajuato,Celaya,2021-12-01,55.15,42.24,34.24,,57.47,4.78,1.52,21.67,25.82,3.26,9.15,4.17,149.0,Unhealthy for Sensitive Groups,5.1,51.0,0.139,0.48,33.49,53.5
Guanajuato,Celaya,2022-01-01,42.59,92.62,14.31,56.65,31.87,16.74,1.87,19.4,62.82,1.09,12.14,1.47,118.0,Unhealthy for Sensitive Groups,5.9,54.1,0.21,1.98,33.65,54.1
Guanajuato,Celaya,2022-02-01,,36.7,30.19,,39.51,16.24,1.77,20.65,60.46,2.31,11.74,0.57,,,11.4,48.5,0.132,1.94,33.2,53.9
Guanajuato,Celaya,2022-03-01,17.71,64.03,,34.46,53.98,14.34,1.93,,64.58,2.37,7.05,2.57,63.0,Moderate,8.0,43.8,0.198,2.29,34.4,53.9
Guanajuato,Celaya,2022-04-01,21.08,91.03,28.93,42.08,22.05,4.32,1.67,8.46,97.48,1.82,3.54,,70.0,Moderate,15.8,46.3,0.302,1.97,33.42,54.1
Guanajuato,Celaya,2022-05-01,34.47,51.69,23.48,29.96,44.65,9.43,2.47,8.54,124.8,1.62,6.61,3.98,98.0,Moderate,15.8,39.6,0.248,1.47,34.25,54.2
Guanajuato,Celaya,2022-06-01,12.14,25.69,10.07,13.92,9.98,2.63,0.56,10.31,101.34,1.22,2.88,1.24,51.0,Moderate,9.0,70.9,0.129,0.64,33.71,54.0
Guanajuato,Celaya,2022-07-01,19.72,26.17,17.22,22.83,17.01,10.58,1.46,10.84,79.47,0.75,,,67.0,Moderate,15.1,78.1,0.215,1.99,34.16,54.1
Guanajuato,Celaya,2022-08-01,13.49,32.2,,17.18,18.24,1.48,0.61,4.12,75.68,1.45,3.89,1.5,54.0,Moderate,13.5,77.0,0.136,0.9,33.96,54.1
Guanajuato,Celaya,2022-09-01,24.66,39.21,15.07,24.14,18.33,7.49,0.41,6.25,90.16,1.26,3.8,1.98,77.0,Moderate,12.5,82.3,0.184,2.79,33.93,53.8
Guanajuato,Celaya,2022-10-01,23.66,48.93,18.54,17.07,19.23,9.42,0.72,8.37,43.74,,1.76,2.53,75.0,Moderate,7.8,66.5,0.276,0.36,34.82,54.0
Guanajuato,Celaya,2022-11-01,27.01,74.51,27.35,29.12,45.68,10.84,2.06,11.54,54.51,1.65,,3.12,82.0,Moderate,5.1,52.0,0.118,2.27,33.08,54.1
Guanajuato,Celaya,2022-12-01,36.91,77.59,,29.3,46.14,9.7,1.44,15.03,60.37,2.08,8.42,2.3,104.0,Unhealthy for Sensitive Groups,5.6,65.0,0.23,3.24,34.13,54.0
Guanajuato,Celaya,2023-01-01,40.66,44.26,21.1,37.02,52.79,9.45,1.07,18.64,24.84,2.0,9.01,4.35,114.0,Unhealthy for Sensitive Groups,7.8,51.8,0.312,1.61,33.99,54.4
Guanajuato,Celaya,2023-02-01,27.35,45.96,19.24,28.93,56.95,8.35,1.17,15.97,83.29,2.81,7.1,1.15,83.0,Moderate,11.2,49.5,0.144,0.41,34.63,54.5
Guanajuato,Celaya,2023-03-01,22.39,73.42,25.58,18.89,21.87,8.73,1.83,11.28,78.43,1.2,2.81,1.71,73.0,Moderate,14.0,48.8,0.294,0.92,35.01,54.5
Guanajuato,Celaya,2023-04-01,21.3,39.6,28.14,38.52,59.79,8.44,1.57,6.96,87.61,2.68,2.72,0.46,70.0,Moderate,8.9,29.4,0.223,4.03,34.85,54.4
Guanajuato,Celaya,2023-05-01,21.16,78.43,15.63,45.51,32.43,14.69,0.92,13.9,77.3,1.63,6.02,1.43,70.0,Moderate,10.3,48.8,0.129,0.53,33.67,54.5
Guanajuato,Celaya,2023-06-01,25.3,48.15,17.49,20.6,30.36,7.02,1.52,13.11,83.66,1.33,7.47,2.64,79.0,Moderate,8.0,69.4,0.25,2.13,34.75,54.5
Guanajuato,Celaya,2023-07-01,19.7,,16.87,13.9,37.37,6.29,0.46,4.9,48.86,0.85,4.57,1.42,67.0,Moderate,11.8,85.7,0.136,1.41,32.92,54.5
Guanajuato,Celaya,2023-08-01,13.18,31.86,8.61,19.63,17.38,2.3,1.22,9.96,60.91,0.59,2.4,0.46,53.0,Moderate,7.5,82.6,0.183,1.51,33.09,54.6
Guanajuato,Celaya,2023-09-01,15.55,47.32,7.8,8.89,25.78,6.7,0.6,10.37,76.65,1.5,4.92,1.61,58.0,Moderate,14.2,82.5,0.233,0.77,32.5,54.5
Guanajuato,Celaya,2023-10-01,17.42,63.89,15.03,23.26,,9.11,1.58,8.87,66.51,1.92,1.52,2.12,62.0,Moderate,7.2,62.4,0.208,1.89,32.76,54.4
Guanajuato,Celaya,2023-11-01,25.63,43.39,17.75,33.31,53.51,12.96,1.02,9.42,49.29,1.77,2.54,1.49,79.0,Moderate,5.9,59.3,0.131,0.37,33.53,54.5
Guanajuato,Celaya,2023-12-01,33.48,64.57,,57.96,64.0,16.21,1.81,25.14,28.69,2.47,8.11,3.58,96.0,Moderate,5.9,50.2,0.271,1.36,33.98,54.6
Guanajuato,Celaya,2024-01-01,47.06,102.75,19.82,27.16,48.28,14.31,2.91,26.19,44.23,2.22,7.32,1.38,129.0,Unhealthy for Sensitive Groups,11.2,43.0,0.235,1.0,33.46,54.9
Guanajuato,Celaya,2024-02-01,31.5,65.28,32.11,37.6,51.07,16.88,,8.29,41.39,2.31,7.74,3.02,92.0,Moderate,13.8,53.7,0.2,1.82,34.35,55.0
Guanajuato,Celaya,2024-03-01,35.2,70.93,16.72,41.74,22.45,7.1,1.91,6.46,58.86,1.59,4.23,0.92,100.0,Moderate,12.7,38.9,0.212,1.49,34.67,54.9
Guanajuato,Celaya,2024-04-01,29.8,36.67,,23.48,18.85,10.75,1.09,16.12,112.39,2.74,4.0,0.9,88.0,Moderate,12.7,37.3,0.174,1.93,34.73,55.0
Guanajuato,Celaya,2024-05-01,41.11,91.28,16.08,49.56,47.33,5.7,,7.63,65.18,3.3,8.56,1.85,115.0,Unhealthy for Sensitive Groups,9.7,45.4,0.171,1.92,34.21,54.9
Guanajuato,Celaya,2024-06-01,13.73,43.59,15.61,18.31,21.8,8.02,1.11,11.76,111.46,0.9,3.99,2.02,54.0,Moderate,6.7,72.3,0.286,1.81,33.96,55.1
Guanajuato,Celaya,2024-07-01,,40.39,9.84,14.19,16.05,5.55,1.04,10.18,85.81,1.39,2.15,0.51,,,7.9,81.2,0.091,0.68,33.85,55.0
Guanajuato,Celaya,2024-08-01,14.42,,9.37,,26.59,1.9,1.46,9.02,81.93,0.29,3.97,1.17,56.0,Moderate,9.3,67.5,0.229,1.07,35.01,55.0
Guanajuato,Celaya,2024-09-01,18.49,25.91,9.62,24.26,16.93,5.92,0.66,5.37,64.48,1.84,4.64,,64.0,Moderate,9.2,87.7,0.191,2.46,34.1,55.1
Guanajuato,Celaya,2024-10-01,22.8,23.79,9.53,29.78,44.47,4.48,,13.85,37.04,0.88,3.23,2.21,74.0,Moderate,12.7,83.7,0.245,0.91,34.03,55.1
Guanajuato,Celaya,2024-11-01,36.45,36.35,25.93,34.71,46.75,10.77,1.95,11.73,28.95,2.52,7.05,1.85,103.0,Unhealthy for Sensitive Groups,4.8,53.9,0.066,2.06,34.08,55.1
Guanajuato,Celaya,2024-12-01,34.74,81.96,,23.3,62.49,7.51,3.08,26.32,48.78,1.07,10.59,2.08,99.0,Moderate,6.7,57.9,0.137,2.81,35.3,55.0
Guanajuato,Celaya,2025-01-01,22.13,78.26,24.78,52.2,32.79,12.42,1.56,,34.49,3.61,11.0,2.0,72.0,Moderate,9.2,43.4,0.214,0.59,34.75,55.4
Guanajuato,Celaya,2025-02-01,24.8,55.56,27.24,50.21,19.9,16.73,1.87,12.11,35.68,2.7,2.57,0.99,78.0,Moderate,5.7,43.8,0.292,1.82,35.34,55.5
Guanajuato,Celaya,2025-03-01,27.45,38.2,24.38,28.44,40.17,11.24,0.71,19.37,87.6,1.83,2.18,1.74,83.0,Moderate,15.3,39.4,0.143,0.29,34.69,55.5
Guanajuato,Celaya,2025-04-01,30.04,64.93,17.96,38.89,28.4,11.29,2.74,18.19,83.76,1.5,5.81,3.53,89.0,Moderate,8.2,44.8,0.198,1.41,34.59,55.5
Guanajuato,Celaya,2025-05-01,22.64,69.48,17.47,30.15,57.33,3.38,1.3,15.23,115.15,0.81,1.78,1.41,73.0,Moderate,12.0,53.6,0.209,1.96,35.12,55.5
Guanajuato,Celaya,2025-06-01,,52.29,16.16,24.52,17.32,8.38,1.4,7.78,71.1,1.91,2.57,1.99,,,9.9,60.8,0.215,1.82,35.99,55.4
Guanajuato,Celaya,2025-07-01,24.03,28.65,,25.77,18.86,4.45,1.19,12.69,88.5,0.9,5.53,1.06,76.0,Moderate,10.6,67.7,0.343,0.18,34.99,55.4
Guanajuato,Celaya,2025-08-01,9.56,42.61,12.53,13.29,32.51,,0.29,7.93,102.47,1.55,4.67,1.1,40.0,Good,9.9,85.7,0.201,0.05,35.55,55.6
Guanajuato,Celaya,2025-09-01,18.3,31.14,10.99,19.14,20.54,4.55,1.07,8.45,99.42,0.73,2.55,0.39,64.0,Moderate,8.4,84.5,0.162,0.64,34.68,55.5
Guanajuato,Celaya,2025-10-01,22.92,50.31,23.03,20.66,35.82,4.13,1.46,9.19,61.0,0.6,4.04,1.59,74.0,Moderate,4.2,65.5,0.157,0.2,35.34,55.5
Guanajuato,Celaya,2025-11-01,28.2,40.19,29.64,48.86,39.82,4.64,2.43,14.67,41.91,2.92,3.79,2.36,85.0,Moderate,12.9,53.6,0.252,-0.94,34.81,55.2
Guanajuato,Celaya,2025-12-01,49.8,102.16,42.1,47.61,45.58,9.09,,15.81,22.67,3.35,6.3,5.04,136.0,Unhealthy for Sensitive Groups,7.0,55.2,0.222,1.84,35.14,55.4
Guanajuato,Guanajuato,2014-01-01,34.96,39.89,27.72,37.57,42.7,12.06,2.36,8.33,39.39,0.94,3.56,2.61,99.0,Moderate,6.5,54.0,0.185,1.99,30.02,50.1
Guanajuato,Guanajuato,2014-02-01,36.53,63.95,16.79,36.65,35.15,6.86,1.57,22.56,65.24,1.12,3.84,3.01,104.0,Unhealthy for Sensitive Groups,10.9,41.1,0.24,2.03,29.41,49.9
Guanajuato,Guanajuato,2014-03-01,17.41,58.78,25.16,37.22,36.2,6.16,1.19,7.93,47.52,2.75,9.16,2.13,62.0,Moderate,11.0,47.7,0.133,2.12,30.76,49.8
Guanajuato,Guanajuato,2014-04-01,22.65,75.36,12.08,22.73,,9.64,1.63,15.69,86.66,1.69,1.66,0.88,73.0,Moderate,10.6,36.2,0.217,0.15,30.88,50.0
Guanajuato,Guanajuato,2014-05-01,39.11,67.15,25.04,40.35,63.24,,,9.83,90.63,0.7,3.78,1.44,110.0,Unhealthy for Sensitive Groups,13.5,44.1,0.247,1.52,29.98,50.1
Guanajuato,Guanajuato,2014-06-01,18.38,51.82,7.57,19.89,31.17,5.73,1.14,7.59,85.16,0.85,3.18,0.51,64.0,Moderate,5.6,75.1,0.179,-0.59,30.54,49.9
Guanajuato,Guanajuato,2014-07-01,20.36,,16.11,22.85,35.46,1.86,1.21,6.71,44.0,0.57,4.59,0.77,68.0,Moderate,12.7,71.3,0.192,1.27,28.66,50.0
Guanajuato,Guanajuato,2014-08-01,18.49,23.08,9.84,19.17,31.01,5.0,0.83,1.88,40.58,0.52,3.46,1.45,64.0,Moderate,6.9,69.6,0.196,2.9,29.63,49.9
Guanajuato,Guanajuato,2014-09-01,21.68,27.5,10.9,11.82,30.16,5.11,0.89,3.28,32.87,1.12,1.86,0.75,71.0,Moderate,11.5,82.1,0.133,0.63,31.31,50.0
Guanajuato,Guanajuato,2014-10-01,26.98,59.35,6.06,19.24,21.84,8.1,1.39,3.84,80.2,1.4,2.88,1.89,82.0,Moderate,6.9,78.3,0.262,2.78,30.52,50.0
Guanajuato,Guanajuato,2014-11-01,16.87,38.09,25.5,43.67,35.6,14.15,2.29,11.84,43.71,,8.85,2.2,61.0,Moderate,11.8,53.1,0.215,2.14,29.7,50.0
Guanajuato,Guanajuato,2014-12-01,53.56,49.14,31.84,42.33,28.34,8.94,1.64,16.14,45.77,2.39,2.82,0.94,145.0,Unhealthy for Sensitive Groups,10.1,61.0,0.203,0.53,31.43,50.0
Guanajuato,Guanajuato,2015-01-01,28.0,37.54,12.59,,62.61,8.86,,21.97,55.07,1.76,9.89,4.03,84.0,Moderate,3.9,44.6,0.128,2.27,31.12,50.4
Guanajuato,Guanajuato,2015-02-01,21.64,69.22,25.31,47.12,,12.36,1.69,13.95,64.89,1.88,3.61,1.75,71.0,Moderate,7.2,40.3,0.162,1.92,30.59,50.6
Guanajuato,Guanajuato,2015-03-01,20.0,30.74,20.36,29.72,49.62,3.35,2.22,16.43,86.08,0.7,6.19,0.97,68.0,Moderate,11.7,49.2,0.16,3.16,30.4,50.5
Guanajuato,Guanajuato,2015-04-01,38.91,55.7,17.4,28.48,41.66,8.5,1.22,8.72,56.13,2.93,8.64,2.76,109.0,Unhealthy for Sensitive Groups,16.0,37.1,0.167,2.51,30.1,50.5
Guanajuato,Guanajuato,2015-05-01,15.4,61.75,16.09,46.89,,11.28,0.68,15.13,103.03,0.9,7.45,3.63,58.0,Moderate,15.7,41.9,0.227,2.0,29.76,50.7
Guanajuato,Guanajuato,2015-06-01,6.0,25.07,7.25,17.5,32.85,6.04,0.99,6.64,101.2,2.01,3.0,0.11,25.0,Good,7.8,75.5,0.213,0.03,30.88,50.3
Guanajuato,Guanajuato,2015-07-01,18.78,21.56,7.0,18.99,19.98,3.49,0.66,10.4,59.62,1.15,4.59,0.87,65.0,Moderate,12.9,70.8,0.164,1.79,31.05,50.5
Guanajuato,Guanajuato,2015-08-01,27.62,35.06,14.82,25.16,,7.43,1.04,6.74,62.63,0.71,2.86,0.74,84.0,Moderate,5.6,72.4,0.041,1.88,29.75,50.5
Guanajuato,Guanajuato,2015-09-01,20.43,28.57,8.06,26.96,,6.9,1.23,8.84,66.5,1.27,2.49,0.99,69.0,Moderate,7.8,80.4,0.116,1.66,31.1,50.6
Guanajuato,Guanajuato,2015-10-01,34.91,22.6,5.93,23.02,41.29,8.1,1.28,4.7,66.11,,6.26,0.28,99.0,Moderate,11.7,81.3,0.212,1.43,29.93,50.5
Guanajuato,Guanajuato,2015-11-01,26.14,54.43,15.87,34.79,20.38,10.98,1.98,18.97,73.06,1.3,3.93,,81.0,Moderate,6.8,64.2,0.162,0.77,30.04,50.5
Guanajuato,Guanajuato,2015-12-01,20.37,91.06,13.18,23.18,19.47,11.31,2.24,20.24,26.5,0.88,9.06,2.23,68.0,Moderate,6.9,53.7,0.291,1.79,31.0,50.6
Guanajuato,Guanajuato,2016-01-01,16.02,40.1,17.35,45.04,61.51,8.09,1.57,9.35,55.31,1.83,9.73,2.13,59.0,Moderate,7.4,44.4,0.289,2.62,31.14,51.0
Guanajuato,Guanajuato,2016-02-01,28.45,67.53,10.92,44.96,29.02,4.77,1.06,9.09,62.86,2.31,,3.61,85.0,Moderate,13.2,36.8,0.162,1.22,31.59,51.1
Guanajuato,Guanajuato,2016-03-01,31.76,48.64,29.99,16.79,48.44,10.27,0.7,8.74,40.84,0.92,3.59,0.81,92.0,Moderate,5.5,37.2,0.23,1.89,31.48,51.0
Guanajuato,Guanajuato,2016-04-01,,79.48,9.13,,54.16,7.71,1.24,13.32,40.65,1.23,9.94,1.11,,,12.2,37.6,0.259,2.08,30.91,51.1
Guanajuato,Guanajuato,2016-05-01,39.06,57.09,28.61,22.26,37.66,12.79,2.17,22.98,76.68,2.67,5.34,1.63,110.0,Unhealthy for Sensitive Groups,7.3,48.7,0.195,2.4,30.56,50.9
Guanajuato,Guanajuato,2016-06-01,9.81,37.73,13.7,17.8,30.41,,0.58,,35.01,0.94,4.3,1.62,41.0,Good,10.1,61.4,0.156,1.91,31.75,50.8
Guanajuato,Guanajuato,2016-07-01,9.65,11.49,11.63,18.92,22.89,6.41,0.73,10.32,91.15,,1.63,1.75,40.0,Good,14.7,82.2,0.195,1.97,30.74,50.8
Guanajuato,Guanajuato,2016-08-01,15.88,28.15,2.92,23.01,29.25,1.37,0.56,10.85,96.67,1.35,2.53,1.79,59.0,Moderate,10.4,67.5,0.211,1.6,31.12,50.9
Guanajuato,Guanajuato,2016-09-01,18.57,33.4,14.03,,33.09,3.32,1.34,8.27,40.73,,4.79,0.82,65.0,Moderate,8.9,89.0,0.157,0.97,31.03,51.1
Guanajuato,Guanajuato,2016-10-01,,,21.28,34.82,19.35,5.99,0.52,7.48,71.12,1.09,4.5,1.62,,,8.7,71.7,0.144,2.71,30.81,51.0
Guanajuato,Guanajuato,2016-11-01,32.89,61.14,15.69,23.86,48.63,12.45,1.14,19.11,42.55,1.53,8.75,2.76,95.0,Moderate,6.3,49.4,0.094,-0.38,30.33,51.1
Guanajuato,Guanajuato,2016-12-01,35.07,89.36,32.58,63.36,58.24,12.32,1.63,25.65,,3.1,8.63,3.38,99.0,Moderate,4.8,61.3,0.208,2.95,29.81,50.9
Guanajuato,Guanajuato,2017-01-01,25.45,83.67,26.35,41.01,32.35,13.93,1.92,10.86,,3.44,7.25,1.55,79.0,Moderate,6.3,43.3,0.15,0.55,31.56,51.3
Guanajuato,Guanajuato,2017-02-01,22.18,94.66,,47.21,52.29,14.75,,15.01,44.48,2.37,7.13,3.77,72.0,Moderate,10.8,52.1,0.248,0.73,30.85,51.5
Guanajuato,Guanajuato,2017-03-01,29.23,34.25,24.49,47.29,49.53,8.23,1.66,11.59,51.66,1.76,9.89,1.86,87.0,Moderate,12.7,36.2,0.138,1.6,31.0,51.5
Guanajuato,Guanajuato,2017-04-01,23.63,66.43,,21.61,35.41,12.16,0.88,17.67,86.76,1.96,3.57,2.89,75.0,Moderate,18.1,36.0,0.207,-0.3,31.98,51.3
Guanajuato,Guanajuato,2017-05-01,34.55,47.67,17.84,47.7,35.63,13.06,0.69,5.61,112.67,1.39,4.46,2.32,98.0,Moderate,14.2,51.8,0.139,1.44,32.05,51.8
Guanajuato,Guanajuato,2017-06-01,23.87,35.82,11.6,27.21,25.95,7.84,,4.72,52.29,1.62,2.67,1.24,76.0,Moderate,11.4,73.8,0.209,-0.81,31.18,51.6
Guanajuato,Guanajuato,2017-07-01,15.29,22.1,5.02,11.32,14.74,5.76,0.83,10.76,56.12,0.81,0.24,1.44,58.0,Moderate,11.7,70.1,0.141,-0.36,31.85,51.4
Guanajuato,Guanajuato,2017-08-01,27.29,39.89,12.14,28.91,23.32,,,7.65,94.84,0.98,,2.12,83.0,Moderate,11.8,79.5,0.229,2.74,31.42,51.5
Guanajuato,Guanajuato,2017-09-01,10.36,53.39,14.73,12.93,24.92,4.7,0.67,8.91,76.08,1.3,4.97,0.91,43.0,Good,7.8,82.9,0.269,2.64,31.75,51.6
Guanajuato,Guanajuato,2017-10-01,27.13,30.54,19.76,32.22,45.87,6.82,1.25,10.17,36.8,1.39,,1.48,83.0,Moderate,7.7,78.4,0.194,2.28,31.74,51.5
Guanajuato,Guanajuato,2017-11-01,44.44,46.5,17.38,40.32,51.72,6.56,2.29,6.6,37.98,2.67,2.81,1.69,123.0,Unhealthy for Sensitive Groups,7.8,56.0,0.193,2.19,32.37,51.3
Guanajuato,Guanajuato,2017-12-01,32.84,70.15,38.37,57.48,84.3,15.33,2.14,15.64,34.68,2.73,5.97,0.89,95.0,Moderate,1.4,55.9,0.091,-0.24,31.84,51.6
Guanajuato,Guanajuato,2018-01-01,,75.54,22.59,41.01,54.17,12.31,1.74,22.89,51.75,2.39,3.41,2.83,,,6.5,44.7,0.115,2.3,32.08,52.0
Guanajuato,Guanajuato,2018-02-01,19.93,28.19,25.46,43.46,45.6,9.78,1.17,21.92,55.47,2.42,7.18,1.78,67.0,Moderate,13.2,39.5,0.224,0.31,31.08,51.9
Guanajuato,Guanajuato,2018-03-01,15.48,70.91,10.79,39.16,33.31,6.96,1.77,12.43,55.19,2.71,4.53,0.98,58.0,Moderate,14.0,43.4,0.119,0.7,31.86,52.0
Guanajuato,Guanajuato,2018-04-01,16.83,47.65,7.74,36.46,24.51,9.28,1.05,17.3,,2.74,8.57,0.46,61.0,Moderate,9.5,42.4,0.204,-0.18,32.09,52.0
Guanajuato,Guanajuato,2018-05-01,31.05,48.66,14.49,20.35,22.97,5.68,,12.01,132.22,1.07,1.22,1.46,91.0,Moderate,7.2,48.7,0.223,0.45,30.69,52.0
Guanajuato,Guanajuato,2018-06-01,17.59,48.54,17.24,19.01,34.28,9.74,1.43,6.06,112.8,1.38,5.46,0.65,63.0,Moderate,7.5,56.9,0.171,0.35,30.93,51.9
Guanajuato,Guanajuato,2018-07-01,15.15,40.35,12.82,29.6,39.95,5.61,1.38,12.22,51.37,1.53,5.38,1.55,57.0,Moderate,13.1,68.4,0.191,3.23,31.43,51.9
Guanajuato,Guanajuato,2018-08-01,13.63,24.52,7.51,24.8,26.02,3.17,0.69,10.7,107.96,1.61,1.97,1.82,54.0,Moderate,7.5,79.1,0.132,1.48,31.29,52.0
Guanajuato,Guanajuato,2018-09-01,8.59,23.82,11.59,14.31,21.35,2.51,0.47,11.98,38.17,1.44,4.86,0.43,36.0,Good,14.7,86.9,0.199,2.27,31.31,52.1
Guanajuato,Guanajuato,2018-10-01,,47.32,12.89,32.31,30.8,8.19,0.27,13.1,52.66,0.61,1.99,2.01,,,12.5,76.7,0.178,1.54,31.95,52.1
Guanajuato,Guanajuato,2018-11-01,26.52,31.4,21.88,,56.9,4.88,0.68,14.74,57.48,2.82,7.58,0.71,81.0,Moderate,8.2,55.6,0.188,1.88,31.56,52.0
Guanajuato,Guanajuato,2018-12-01,36.0,32.58,31.27,24.48,48.91,16.9,2.32,9.84,,0.99,7.64,3.82,102.0,Unhealthy for Sensitive Groups,7.0,47.2,0.189,1.9,31.55,52.0
Guanajuato,Guanajuato,2019-01-01,44.25,69.77,22.01,55.93,41.15,16.31,2.12,18.25,54.67,3.12,3.68,4.07,123.0,Unhealthy for Sensitive Groups,9.6,50.0,0.163,1.45,32.69,52.5
Guanajuato,Guanajuato,2019-02-01,24.76,63.48,24.85,46.28,36.0,10.94,2.52,13.34,33.66,0.94,1.6,0.49,78.0,Moderate,8.5,52.3,0.239,0.17,31.92,52.5
Guanajuato,Guanajuato,2019-03-01,45.01,89.26,19.37,36.13,56.1,14.15,0.6,7.46,93.72,1.23,3.74,2.02,124.0,Unhealthy for Sensitive Groups,9.8,49.7,0.212,-1.28,32.45,52.5
Guanajuato,Guanajuato,2019-04-01,40.53,76.81,,32.37,66.24,10.13,1.53,19.97,54.85,1.93,,3.38,113.0,Unhealthy for Sensitive Groups,5.0,42.7,0.26,1.59,32.09,52.4
Guanajuato,Guanajuato,2019-05-01,40.79,78.05,14.24,24.96,38.02,3.05,0.79,7.12,71.93,1.15,2.3,2.84,114.0,Unhealthy for Sensitive Groups,8.3,34.4,0.178,0.19,32.61,52.4
Guanajuato,Guanajuato,2019-06-01,10.44,42.2,11.0,12.31,22.85,5.09,0.96,8.55,112.13,0.94,6.03,2.19,44.0,Good,5.7,56.6,0.141,1.05,31.11,52.4
Guanajuato,Guanajuato,2019-07-01,19.59,,11.94,31.37,27.46,7.62,1.13,3.81,71.19,1.42,4.77,0.94,67.0,Moderate,6.2,79.1,0.254,0.62,32.87,52.4
Guanajuato,Guanajuato,2019-08-01,18.76,23.9,15.78,17.21,35.95,7.07,0.51,9.0,59.71,1.02,4.78,,65.0,Moderate,15.7,83.8,0.211,1.69,31.77,52.5
Guanajuato,Guanajuato,2019-09-01,22.82,27.25,12.81,10.08,15.72,6.26,0.79,6.04,72.74,0.94,3.43,2.24,74.0,Moderate,7.6,73.4,0.216,-0.59,33.5,52.4
Guanajuato,Guanajuato,2019-10-01,25.5,53.28,16.0,20.72,46.07,,0.52,3.75,43.41,1.57,6.22,1.51,79.0,Moderate,10.6,66.0,0.243,1.84,31.42,52.5
Guanajuato,Guanajuato,2019-11-01,35.66,62.2,26.95,17.73,38.05,6.87,1.85,12.86,29.84,2.02,7.57,2.24,101.0,Unhealthy for Sensitive Groups,7.7,66.2,0.151,1.88,31.95,52.3
Guanajuato,Guanajuato,2019-12-01,30.95,43.71,22.33,30.06,35.92,15.79,1.99,21.01,44.85,2.71,5.55,2.07,91.0,Moderate,6.9,54.4,0.173,1.34,32.62,52.4
Guanajuato,Guanajuato,2020-01-01,42.67,95.02,14.63,26.05,32.3,12.36,1.67,17.23,36.77,2.25,3.9,1.31,119.0,Unhealthy for Sensitive Groups,4.7,59.7,0.144,1.77,32.97,53.1
Guanajuato,Guanajuato,2020-02-01,19.82,54.33,9.49,46.07,47.08,7.18,1.2,15.69,79.73,1.63,10.14,3.36,67.0,Moderate,11.0,46.5,0.287,0.81,32.65,53.0
Guanajuato,Guanajuato,2020-03-01,38.88,43.81,25.36,30.47,50.87,3.19,1.02,23.11,77.54,2.11,2.84,3.12,109.0,Unhealthy for Sensitive Groups,8.3,36.4,0.257,2.28,32.82,53.1
Guanajuato,Guanajuato,2020-04-01,21.87,31.06,12.93,26.14,39.01,5.29,0.43,6.15,72.38,1.37,5.34,1.07,72.0,Moderate,16.3,33.0,0.174,2.4,32.3,52.9
Guanajuato,Guanajuato,2020-05-01,14.35,39.93,,32.99,37.86,4.25,0.8,11.91,63.14,1.91,6.78,2.5,56.0,Moderate,7.3,33.4,0.189,2.48,33.76,53.1
Guanajuato,Guanajuato,2020-06-01,13.27,25.81,13.84,8.1,22.77,,0.32,8.28,38.25,1.1,2.02,0.55,53.0,Moderate,6.6,63.7,0.278,1.02,33.45,53.1
Guanajuato,Guanajuato,2020-07-01,10.67,16.31,7.63,19.56,19.55,5.85,1.19,12.59,59.56,0.57,,1.51,44.0,Good,10.7,75.4,0.219,1.85,32.62,53.0
Guanajuato,Guanajuato,2020-08-01,20.35,21.3,16.41,13.82,15.24,4.37,1.31,4.96,69.76,0.48,2.65,2.1,68.0,Moderate,4.4,68.4,0.233,2.35,33.26,53.1
Guanajuato,Guanajuato,2020-09-01,5.24,59.72,12.82,25.56,20.04,3.2,0.66,8.03,47.27,1.43,3.54,0.46,22.0,Good,16.1,88.6,0.228,2.21,33.29,52.9
