State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Pays de la Loire,Nantes,2015-06-01,11.86,27.21,7.5,16.29,23.79,1.09,0.44,4.76,28.04,1.03,3.39,2.55,40,Good,11.55,46.65,0.0018,1.44,10.22,8444.08
Pays de la Loire,Angers,2015-06-01,12.71,22.25,12.6,23.12,35.72,12.87,0.27,1.82,70.09,0.69,1.85,1.42,79,Satisfactory,14.37,56.38,0.0055,0.45,5.46,576.11
Pays de la Loire,Le Mans,2015-06-01,11.72,28.04,7.06,14.65,21.71,12.07,0.46,3.47,63.9,1.03,2.54,2.35,30,Good,16.51,74.44,0.0068,0.62,4.83,238.04
Pays de la Loire,Saint-Nazaire,2015-06-01,14.84,26.68,6.66,15.85,22.51,0.97,0.42,3.38,80.64,1.07,3.05,1.93,94,Satisfactory,17.4,52.45,0.0045,1.17,14.82,2443.92
Pays de la Loire,Cholet,2015-06-01,14.24,23.58,7.65,18.11,25.76,7.14,0.21,5.51,49.48,1.63,3.86,1.71,87,Satisfactory,15.77,53.34,0.0018,1.39,3.44,1262.57
Normandie,Rouen,2015-06-01,13.71,28.82,8.26,20.59,28.85,3.32,0.36,10.11,62.39,1.31,4.0,1.95,60,Satisfactory,9.91,62.94,0.0063,0.69,17.87,4701.5
Normandie,Caen,2015-06-01,15.06,22.98,5.53,10.02,15.54,8.83,0.49,4.02,52.25,1.36,2.79,3.64,88,Satisfactory,8.72,46.66,0.0086,1.45,5.22,1055.37
Normandie,Le Havre,2015-06-01,17.64,21.67,7.87,15.55,23.42,3.03,0.4,8.41,59.02,0.77,2.12,1.1,92,Satisfactory,20.59,46.01,0.0137,1.22,18.43,2051.46
Normandie,Cherbourg-en-Cotentin,2015-06-01,12.15,21.09,8.46,19.5,27.96,6.29,0.24,1.59,49.13,1.51,5.31,4.05,67,Satisfactory,11.25,48.96,0.0106,1.11,5.18,905.48
Normandie,Évreux,2015-06-01,10.38,19.03,7.74,17.02,24.76,11.65,0.35,4.09,77.2,1.26,3.79,2.17,30,Good,12.3,61.38,0.0077,1.11,4.73,884.21
Bretagne,Rennes,2015-06-01,14.46,19.52,8.98,17.49,26.47,8.83,0.32,2.54,55.92,0.99,2.96,1.24,94,Satisfactory,16.28,83.88,0.0078,1.02,4.37,767.19
Bretagne,Brest,2015-06-01,7.23,18.3,6.13,11.93,18.06,7.9,0.42,2.3,66.56,0.84,1.85,1.17,20,Good,11.75,60.67,0.0082,0.12,5.1,902.33
Bretagne,Quimper,2015-06-01,17.46,14.36,6.53,16.95,23.48,5.27,0.14,3.19,63.21,0.86,3.43,1.94,58,Satisfactory,6.86,60.41,0.0124,2.06,4.12,859.55
Bretagne,Lorient,2015-06-01,7.37,20.87,4.89,11.05,15.95,4.44,0.28,1.3,48.2,0.62,2.4,1.28,36,Good,21.76,60.23,0.0132,0.78,5.62,863.96
Bretagne,Vannes,2015-06-01,11.66,19.83,9.11,16.75,25.86,10.85,0.37,3.32,70.68,1.28,3.05,2.89,47,Good,14.84,66.52,0.014,1.58,4.63,1056.03
Bourgogne-Franche-Comté,Dijon,2015-06-01,9.42,14.66,4.58,14.32,18.9,8.8,0.44,2.03,47.49,1.48,5.73,1.53,36,Good,11.17,53.79,0.0006,1.0,3.93,1433.22
Bourgogne-Franche-Comté,Besançon,2015-06-01,16.0,26.53,3.75,9.81,13.56,18.84,0.33,1.03,77.33,0.81,1.77,2.08,52,Satisfactory,14.51,58.62,0.0015,0.27,6.55,622.52
Bourgogne-Franche-Comté,Belfort,2015-06-01,9.02,21.03,2.18,4.03,6.21,10.95,0.49,2.85,52.28,0.68,2.03,1.18,46,Good,10.96,50.53,0.006,1.58,6.19,978.17
Bourgogne-Franche-Comté,Chalon-sur-Saône,2015-06-01,13.19,10.68,7.31,16.94,24.26,2.25,0.4,2.85,57.25,1.19,3.43,3.15,84,Satisfactory,12.77,81.65,0.0093,1.31,4.66,554.6
Centre-Val de Loire,Tours,2015-06-01,14.77,29.09,7.58,14.76,22.34,6.24,0.4,3.25,52.0,0.95,3.22,1.97,78,Satisfactory,14.8,74.67,0.0114,1.84,6.66,961.86
Centre-Val de Loire,Orléans,2015-06-01,10.84,15.41,4.83,9.52,14.35,8.87,0.27,3.4,37.14,1.07,2.93,1.45,18,Good,8.51,84.03,0.011,0.74,5.35,867.09
Centre-Val de Loire,Bourges,2015-06-01,14.59,24.97,4.89,9.42,14.31,4.65,0.42,4.04,79.09,0.84,2.85,1.63,69,Satisfactory,14.32,26.82,0.0126,0.78,5.07,193.39
Centre-Val de Loire,Blois,2015-06-01,16.09,20.58,4.0,10.57,14.57,8.51,0.52,2.66,46.12,0.94,3.2,1.61,79,Satisfactory,11.23,55.13,0.0135,0.72,4.94,467.26
Île-de-France,Paris,2015-07-01,17.03,27.62,10.27,24.62,34.88,6.37,0.72,3.47,89.08,1.45,5.76,2.96,66,Satisfactory,8.73,61.06,0.0075,0.94,11.6,10387.31
Île-de-France,Boulogne-Billancourt,2015-07-01,9.94,16.6,7.29,14.83,22.12,11.42,0.07,3.67,59.82,1.21,3.59,1.94,17,Good,6.84,51.96,0.0088,0.05,4.33,591.02
Île-de-France,Saint-Denis,2015-07-01,20.85,22.43,5.55,14.83,20.38,6.77,0.28,1.26,50.42,0.88,1.8,1.74,60,Satisfactory,13.9,61.08,0.0061,0.15,4.72,241.09
Île-de-France,Argenteuil,2015-07-01,9.04,22.67,6.9,20.68,27.58,9.56,0.45,5.55,29.36,0.79,2.98,1.59,34,Good,18.23,69.35,0.0097,1.06,4.85,753.71
Île-de-France,Montreuil,2015-07-01,9.73,23.16,6.58,14.82,21.39,3.14,0.26,3.98,51.83,1.2,4.07,1.98,23,Good,12.63,69.82,0.014,1.41,5.94,446.74
Île-de-France,Nanterre,2015-07-01,12.09,19.6,7.83,16.93,24.76,7.37,0.3,4.29,80.66,1.21,4.2,2.83,72,Satisfactory,6.97,75.65,0.0021,0.89,4.95,1068.06
Île-de-France,Vitry-sur-Seine,2015-07-01,10.55,22.31,6.26,12.49,18.75,5.63,0.3,3.29,58.88,0.84,2.76,2.25,42,Good,10.75,53.03,0.0088,1.15,4.66,1557.8
Île-de-France,Créteil,2015-07-01,14.49,25.92,3.09,9.8,12.89,12.48,0.43,3.3,76.47,1.09,3.23,3.21,83,Satisfactory,10.28,78.76,0.0101,0.65,4.22,1143.76
Île-de-France,Asnières-sur-Seine,2015-07-01,9.89,15.12,6.46,11.64,18.1,4.4,0.52,2.15,83.86,1.29,5.0,3.44,15,Good,15.61,59.9,0.0183,1.67,3.39,951.99
Île-de-France,Colombes,2015-07-01,9.23,17.76,6.04,17.51,23.55,6.43,0.41,4.18,46.06,1.07,4.07,2.52,46,Good,7.61,64.63,0.0126,1.06,4.49,928.45
Auvergne-Rhône-Alpes,Lyon,2015-07-01,25.6,26.64,17.16,38.83,55.99,6.44,0.5,2.63,74.13,0.91,2.66,1.9,86,Satisfactory,7.66,68.06,0.0105,-0.02,9.39,5832.96
Auvergne-Rhône-Alpes,Saint-Étienne,2015-07-01,13.45,43.99,6.49,18.18,24.68,5.32,0.43,6.76,65.36,1.0,2.99,2.39,63,Satisfactory,13.79,54.48,0.0104,0.85,12.34,3284.92
Auvergne-Rhône-Alpes,Grenoble,2015-07-01,15.18,24.51,4.37,9.48,13.85,9.81,0.46,4.03,79.77,0.97,3.26,2.2,51,Satisfactory,9.65,56.01,0.0078,1.91,5.07,1057.33
Auvergne-Rhône-Alpes,Villeurbanne,2015-07-01,17.81,11.09,3.87,12.64,16.51,1.33,0.31,2.87,56.68,1.27,3.51,2.67,79,Satisfactory,16.8,61.16,0.014,2.26,4.33,716.22
Auvergne-Rhône-Alpes,Clermont-Ferrand,2015-07-01,11.66,21.55,5.87,13.33,19.2,13.15,0.45,2.62,51.41,1.38,4.33,2.41,27,Good,14.63,52.66,0.0198,1.78,5.51,1137.61
Auvergne-Rhône-Alpes,Annecy,2015-07-01,12.78,25.88,5.43,9.2,14.63,7.2,0.49,1.42,53.23,1.3,3.64,3.39,95,Satisfactory,11.65,58.28,0.0053,0.15,5.68,520.49
Auvergne-Rhône-Alpes,Vénissieux,2015-07-01,8.61,16.16,7.7,23.4,31.11,9.38,0.59,3.66,41.3,0.95,2.86,2.43,38,Good,11.14,84.16,0.0133,0.78,5.09,548.59
Auvergne-Rhône-Alpes,Valence,2015-07-01,7.4,26.79,11.16,18.85,30.01,8.98,0.39,4.28,71.7,0.97,2.42,2.25,20,Good,13.9,77.87,0.0102,1.61,4.07,1265.46
Auvergne-Rhône-Alpes,Chambéry,2015-07-01,12.83,17.64,4.47,13.07,17.54,7.22,0.26,4.58,94.05,1.39,4.36,1.99,83,Satisfactory,11.32,47.85,0.0057,0.77,5.21,966.51
Provence-Alpes-Côte d'Azur,Marseille,2015-07-01,17.07,25.62,13.26,27.2,40.46,2.26,0.6,2.67,53.28,1.28,4.28,3.42,81,Satisfactory,26.1,48.52,0.0065,0.99,11.35,8027.24
Provence-Alpes-Côte d'Azur,Nice,2015-07-01,5.08,15.94,8.52,15.26,23.78,12.33,0.41,2.04,61.01,0.57,2.09,1.46,41,Good,25.65,71.36,0.0015,1.23,7.58,139.14
Provence-Alpes-Côte d'Azur,Toulon,2015-07-01,12.19,24.47,5.11,13.26,18.38,13.01,0.34,4.29,60.23,0.81,1.83,2.36,56,Satisfactory,18.94,74.94,0.0044,0.64,3.83,756.52
Provence-Alpes-Côte d'Azur,Aix-en-Provence,2015-07-01,12.22,20.07,8.14,22.62,30.75,6.96,0.49,3.67,61.74,1.15,4.18,2.07,83,Satisfactory,21.34,72.59,0.0056,1.28,6.3,732.86
Provence-Alpes-Côte d'Azur,Avignon,2015-07-01,14.46,19.21,9.4,17.55,26.95,8.75,0.42,3.12,47.95,0.72,2.82,1.78,70,Satisfactory,14.83,47.03,0.0098,1.09,4.53,813.03
Provence-Alpes-Côte d'Azur,Antibes,2015-07-01,8.45,12.71,3.36,8.16,11.52,12.28,0.43,3.53,46.56,1.27,3.8,3.61,15,Good,25.11,59.61,0.016,-0.03,5.14,801.01
Provence-Alpes-Côte d'Azur,Cannes,2015-07-01,9.99,11.62,5.58,10.81,16.39,12.57,0.49,2.39,20.61,1.04,3.84,1.28,22,Good,20.23,66.87,0.001,0.9,5.33,1156.75
Provence-Alpes-Côte d'Azur,La Seyne-sur-Mer,2015-07-01,13.76,24.68,5.14,14.9,20.04,8.09,0.39,3.47,59.99,0.71,2.53,1.05,64,Satisfactory,12.74,72.41,0.0081,0.46,5.43,360.06
Hauts-de-France,Lille,2015-07-01,20.19,34.88,10.38,28.86,39.24,3.07,0.65,2.83,62.04,0.72,1.7,1.54,83,Satisfactory,13.98,67.01,0.0092,0.86,7.14,7798.01
Hauts-de-France,Amiens,2015-07-01,9.2,24.17,6.78,15.12,21.9,12.6,0.42,3.33,51.53,0.68,2.2,1.13,42,Good,10.54,54.94,0.0217,1.41,3.05,993.84
Hauts-de-France,Roubaix,2015-07-01,15.85,19.31,6.71,19.99,26.7,8.38,0.26,3.52,70.38,0.25,0.51,0.34,65,Satisfactory,9.26,42.4,0.0163,1.52,3.64,1097.68
Hauts-de-France,Tourcoing,2015-07-01,11.31,22.27,9.65,20.8,30.45,10.4,0.45,2.02,53.24,1.1,3.02,2.38,37,Good,19.15,49.82,0.0108,1.12,3.96,741.54
Hauts-de-France,Dunkerque,2015-07-01,16.02,23.55,3.58,9.71,13.29,5.57,0.48,9.31,80.08,0.99,3.9,1.04,71,Satisfactory,25.98,70.05,0.0115,1.39,19.58,1796.32
Hauts-de-France,Calais,2015-07-01,6.25,10.16,1.3,2.31,3.61,9.25,0.39,4.45,66.49,1.24,3.93,1.83,41,Good,17.07,57.67,0.0162,1.09,4.26,447.42
Hauts-de-France,Villeneuve-d'Ascq,2015-07-01,10.28,24.61,8.6,17.56,26.16,8.22,0.41,0.79,57.05,1.45,4.44,4.28,27,Good,5.72,38.9,0.0143,0.97,5.13,696.95
Hauts-de-France,Valenciennes,2015-07-01,12.01,26.91,7.59,15.53,23.12,4.96,0.42,7.71,94.18,1.1,2.99,1.41,62,Satisfactory,7.09,71.91,0.0161,0.7,14.29,3711.78
Occitanie,Toulouse,2015-07-01,18.16,26.44,9.65,20.17,29.82,3.44,0.58,2.42,72.02,0.75,1.53,1.22,95,Satisfactory,13.04,56.08,0.0085,1.03,10.07,11802.83
Occitanie,Montpellier,2015-07-01,15.0,26.94,5.55,12.01,17.57,5.69,0.37,3.59,63.53,0.62,1.44,1.05,52,Satisfactory,11.24,62.79,0.0047,0.79,5.02,697.17
Occitanie,Nîmes,2015-07-01,11.26,20.63,4.87,13.41,18.29,4.96,0.42,3.95,60.57,1.09,3.08,1.65,32,Good,10.63,59.91,0.0163,1.13,4.01,543.38
Occitanie,Perpignan,2015-07-01,14.08,15.15,8.42,21.44,29.86,5.63,0.45,1.89,37.97,1.02,3.25,1.04,93,Satisfactory,22.23,52.27,0.0142,0.58,4.5,1163.28
Occitanie,Béziers,2015-07-01,14.67,28.93,6.49,19.53,26.02,9.4,0.47,2.71,53.54,0.17,0.43,0.2,57,Satisfactory,12.23,57.13,0.0067,1.61,4.44,883.9
Occitanie,Montauban,2015-07-01,15.22,25.75,8.33,15.82,24.15,6.73,0.44,2.49,41.21,1.32,4.51,1.74,93,Satisfactory,12.37,65.58,0.0034,0.91,7.63,856.67
Occitanie,Narbonne,2015-07-01,12.95,29.24,9.09,18.84,27.93,9.43,0.57,3.2,60.93,0.86,3.08,1.89,82,Satisfactory,9.89,55.91,0.0015,0.22,4.05,853.01
Occitanie,Albi,2015-07-01,13.04,20.78,9.16,27.46,36.62,10.99,0.58,2.47,54.88,1.07,4.1,1.47,91,Satisfactory,19.54,60.2,0.0129,0.42,2.95,903.91
Nouvelle-Aquitaine,Bordeaux,2015-07-01,16.06,16.51,5.95,13.12,19.07,7.13,0.54,2.0,64.57,1.28,3.37,3.74,70,Satisfactory,22.77,71.32,0.0083,0.08,6.3,12624.34
Nouvelle-Aquitaine,Limoges,2015-07-01,9.3,15.74,4.27,12.84,17.11,5.58,0.42,3.57,76.06,1.19,3.16,1.69,48,Good,3.98,49.08,0.0089,0.3,2.01,896.7
Nouvelle-Aquitaine,Poitiers,2015-07-01,13.01,17.52,6.84,13.67,20.51,5.3,0.37,5.0,58.52,1.15,4.57,3.28,57,Satisfactory,8.87,66.04,0.0066,1.03,5.62,719.89
Nouvelle-Aquitaine,Pau,2015-07-01,12.4,17.45,1.49,4.48,5.97,7.15,0.4,1.82,46.93,0.6,1.37,0.87,74,Satisfactory,16.99,60.59,0.0114,-0.25,2.71,978.15
Nouvelle-Aquitaine,La Rochelle,2015-07-01,12.51,16.62,2.6,4.78,7.38,8.19,0.5,3.27,80.22,0.79,1.76,2.14,64,Satisfactory,17.51,60.58,0.0147,1.74,3.51,406.64
Nouvelle-Aquitaine,Mérignac,2015-07-01,11.93,24.64,4.41,11.42,15.83,8.33,0.43,3.15,48.85,1.06,2.88,2.18,38,Good,15.03,62.93,0.0087,0.62,5.69,463.38
Nouvelle-Aquitaine,Pessac,2015-07-01,7.19,16.85,5.36,11.85,17.21,4.01,0.4,3.84,58.84,1.17,3.87,3.33,31,Good,15.07,62.01,0.0063,1.72,4.12,925.57
Nouvelle-Aquitaine,Niort,2015-07-01,10.95,20.51,4.43,12.38,16.8,8.09,0.41,3.62,45.15,0.9,2.22,1.93,31,Good,10.73,65.32,0.0098,0.45,7.02,990.64
Grand Est,Strasbourg,2015-07-01,17.33,33.66,15.87,34.92,50.79,2.83,0.83,2.27,82.8,1.04,3.49,2.83,59,Satisfactory,14.88,62.89,0.0154,1.43,8.92,10722.29
Grand Est,Reims,2015-07-01,11.66,20.62,4.8,14.4,19.21,12.4,0.41,3.25,77.63,1.5,5.26,2.62,46,Good,22.86,55.64,0.0134,1.22,4.32,1239.67
Grand Est,Metz,2015-07-01,10.86,14.31,13.6,22.67,36.27,9.32,0.35,3.95,43.19,1.23,4.88,2.96,23,Good,15.88,48.35,0.0051,1.15,5.25,227.55
Grand Est,Mulhouse,2015-07-01,14.07,48.5,4.74,10.5,15.24,5.88,0.33,7.72,45.07,0.9,2.35,2.37,91,Satisfactory,15.23,44.87,0.0104,0.72,12.13,2315.85
Grand Est,Nancy,2015-07-01,12.84,20.54,4.45,7.87,12.33,6.45,0.52,4.28,57.85,0.73,2.7,2.11,63,Satisfactory,16.77,61.96,0.0068,1.51,4.61,899.45
Grand Est,Colmar,2015-07-01,18.48,14.41,4.05,11.61,15.66,6.83,0.35,3.03,49.03,1.39,2.83,3.47,72,Satisfactory,10.21,57.13,0.0091,-0.27,5.82,1071.04
Grand Est,Troyes,2015-07-01,9.35,17.81,12.05,20.35,32.4,4.74,0.48,2.47,61.83,0.55,1.45,1.03,29,Good,8.84,59.43,0.011,0.15,6.6,752.7
Pays de la Loire,Nantes,2015-07-01,20.39,34.05,9.06,28.24,37.3,6.38,0.65,3.97,67.34,1.29,3.2,3.03,78,Satisfactory,9.18,48.5,0.0143,-0.06,12.67,2424.57
Pays de la Loire,Angers,2015-07-01,8.84,12.79,10.02,20.05,30.07,7.59,0.32,1.99,74.58,0.88,3.11,1.84,49,Good,5.42,71.85,0.0172,0.79,4.23,658.13
Pays de la Loire,Le Mans,2015-07-01,13.96,21.93,6.12,14.93,21.05,9.69,0.43,3.21,52.93,0.93,3.03,1.96,65,Satisfactory,12.94,51.77,0.0148,0.37,3.72,1199.4
Pays de la Loire,Saint-Nazaire,2015-07-01,11.02,21.29,8.37,18.01,26.38,3.74,0.32,8.54,59.19,0.89,2.05,1.46,46,Good,13.95,49.6,0.0113,1.0,16.86,3746.24
Pays de la Loire,Cholet,2015-07-01,10.96,22.02,7.26,15.98,23.24,5.39,0.3,3.38,56.31,1.14,2.99,2.34,32,Good,7.94,55.58,0.02,0.3,7.06,1008.51
Normandie,Rouen,2015-07-01,15.62,22.79,4.45,9.32,13.78,4.74,0.62,3.52,39.13,0.74,2.38,1.56,97,Satisfactory,15.16,67.73,0.016,0.58,14.38,2130.54
Normandie,Caen,2015-07-01,15.74,12.85,7.38,21.06,28.43,1.63,0.35,4.47,51.83,0.88,3.26,2.12,66,Satisfactory,3.06,53.14,0.0007,1.35,3.52,733.18
Normandie,Le Havre,2015-07-01,9.41,29.85,5.84,10.65,16.49,8.61,0.27,7.87,29.65,1.38,3.52,3.5,31,Good,19.84,58.8,0.008,0.46,15.14,3301.61
Normandie,Cherbourg-en-Cotentin,2015-07-01,12.48,21.85,8.26,21.21,29.47,10.61,0.34,1.72,71.17,1.25,3.38,3.73,57,Satisfactory,15.05,61.35,0.0088,0.82,5.87,740.24
Normandie,Évreux,2015-07-01,6.3,19.45,6.31,15.96,22.27,8.14,0.51,2.96,39.27,0.91,3.53,2.57,40,Good,8.67,64.4,0.009,0.53,5.17,871.08
Bretagne,Rennes,2015-07-01,9.62,20.42,8.73,18.98,27.7,8.39,0.44,4.03,59.79,1.14,3.93,1.31,32,Good,9.43,49.79,0.0037,2.18,3.23,947.24
Bretagne,Brest,2015-07-01,10.65,22.29,4.54,8.93,13.47,10.33,0.51,3.7,73.79,1.02,3.42,1.9,35,Good,15.49,50.36,0.0156,1.23,6.84,250.88
Bretagne,Quimper,2015-07-01,10.45,20.24,3.46,7.25,10.71,2.95,0.46,3.67,64.29,1.55,4.41,3.03,46,Good,11.87,62.6,0.0124,1.59,7.54,1149.33
Bretagne,Lorient,2015-07-01,6.78,17.02,5.85,16.64,22.49,12.65,0.46,5.06,69.97,0.53,1.97,0.55,49,Good,15.29,55.17,0.0082,1.07,5.62,793.88
Bretagne,Vannes,2015-07-01,16.48,26.98,11.73,20.35,32.08,7.62,0.25,2.49,47.35,0.66,2.21,1.56,92,Satisfactory,11.36,65.58,0.0141,1.32,6.1,640.16
Bourgogne-Franche-Comté,Dijon,2015-07-01,9.74,11.54,10.27,17.83,28.1,10.22,0.58,2.97,83.29,0.89,1.8,2.27,31,Good,17.89,49.25,0.0052,1.76,5.31,1028.74
Bourgogne-Franche-Comté,Besançon,2015-07-01,11.18,25.18,5.83,15.86,21.68,10.17,0.35,5.68,41.72,1.32,3.65,2.0,27,Good,3.41,67.65,0.0163,0.98,4.64,588.91
Bourgogne-Franche-Comté,Belfort,2015-07-01,9.66,18.32,5.07,9.23,14.29,2.06,0.49,3.41,35.12,1.19,3.24,1.52,44,Good,17.88,60.74,0.0006,0.92,7.49,892.46
Bourgogne-Franche-Comté,Chalon-sur-Saône,2015-07-01,8.62,29.17,6.43,11.6,18.03,7.02,0.2,3.17,70.43,0.74,2.78,2.06,21,Good,6.16,62.2,0.0134,0.93,5.31,1075.5
Centre-Val de Loire,Tours,2015-07-01,18.65,26.41,4.49,13.21,17.7,5.83,0.46,4.03,68.08,0.65,1.94,1.2,94,Satisfactory,7.24,69.06,0.0077,0.95,4.53,564.56
Centre-Val de Loire,Orléans,2015-07-01,12.14,24.66,1.62,4.27,5.89,8.83,0.53,1.84,57.31,0.97,3.32,2.16,90,Satisfactory,12.52,48.93,0.0022,0.98,5.45,588.21
Centre-Val de Loire,Bourges,2015-07-01,13.65,29.28,9.41,15.98,25.39,12.15,0.35,1.93,66.77,0.85,3.31,1.99,59,Satisfactory,11.1,50.8,0.0037,1.04,5.07,660.77
Centre-Val de Loire,Blois,2015-07-01,11.28,13.95,6.57,15.28,21.85,10.23,0.49,3.19,56.95,0.92,2.91,1.78,19,Good,7.7,50.05,0.0108,1.52,5.77,396.91
Île-de-France,Paris,2015-08-01,17.19,41.96,9.85,29.1,38.96,3.8,0.7,3.24,56.85,1.25,2.63,1.7,53,Satisfactory,12.88,72.64,0.0171,0.07,6.84,10468.75
Île-de-France,Boulogne-Billancourt,2015-08-01,15.97,18.67,7.55,13.41,20.96,7.61,0.34,3.33,24.04,0.92,3.1,1.31,60,Satisfactory,19.79,56.38,0.0072,1.31,4.03,1031.8
Île-de-France,Saint-Denis,2015-08-01,13.31,27.52,9.52,17.11,26.63,12.42,0.35,3.33,81.61,0.95,3.31,1.1,79,Satisfactory,12.18,71.14,0.0098,0.56,5.98,1080.37
Île-de-France,Argenteuil,2015-08-01,7.43,18.45,8.42,20.78,29.19,10.78,0.35,2.77,50.9,1.05,4.11,1.63,33,Good,18.02,65.53,0.011,1.4,3.85,1008.38
Île-de-France,Montreuil,2015-08-01,9.86,22.11,11.57,21.04,32.61,6.7,0.37,2.79,69.2,0.93,3.46,2.3,34,Good,8.96,56.24,0.0028,1.37,4.23,1114.23
Île-de-France,Nanterre,2015-08-01,13.18,16.27,6.72,12.93,19.65,11.53,0.52,4.25,65.05,0.8,2.56,1.46,81,Satisfactory,14.89,51.94,0.0126,1.86,5.16,895.05
Île-de-France,Vitry-sur-Seine,2015-08-01,11.0,15.84,7.76,16.89,24.65,8.41,0.31,3.84,80.18,0.74,2.2,1.22,17,Good,12.34,50.94,0.0086,1.65,6.18,837.97
Île-de-France,Créteil,2015-08-01,12.4,19.58,5.13,16.59,21.72,13.46,0.39,4.0,75.49,1.17,4.08,2.29,95,Satisfactory,12.89,92.03,0.0134,1.39,4.46,404.38
Île-de-France,Asnières-sur-Seine,2015-08-01,6.77,18.7,6.94,15.22,22.17,6.65,0.3,2.78,42.72,0.32,1.11,0.93,35,Good,13.45,64.04,0.0008,0.22,5.6,934.65
Île-de-France,Colombes,2015-08-01,5.45,28.0,10.07,22.55,32.62,12.08,0.28,3.75,73.97,1.29,3.97,1.74,26,Good,14.3,51.55,0.011,0.46,5.63,1055.93
Auvergne-Rhône-Alpes,Lyon,2015-08-01,16.97,26.63,15.02,37.63,52.65,3.47,0.69,2.53,78.82,0.92,2.47,0.96,78,Satisfactory,6.22,65.35,0.0136,1.35,12.3,3269.38
Auvergne-Rhône-Alpes,Saint-Étienne,2015-08-01,18.78,34.7,3.21,8.79,12.01,3.0,0.34,8.49,73.51,0.87,2.47,2.09,77,Satisfactory,14.34,64.86,0.0157,0.75,17.41,2057.49
Auvergne-Rhône-Alpes,Grenoble,2015-08-01,5.23,28.23,7.17,12.1,19.28,9.87,0.43,3.61,63.9,1.17,2.67,1.79,41,Good,12.38,59.4,0.0095,1.13,4.59,86.46
Auvergne-Rhône-Alpes,Villeurbanne,2015-08-01,16.46,19.33,8.87,18.62,27.49,11.3,0.34,2.67,64.62,0.48,1.91,0.5,92,Satisfactory,7.94,63.74,0.0095,0.92,4.96,914.84
Auvergne-Rhône-Alpes,Clermont-Ferrand,2015-08-01,11.96,20.36,5.91,14.55,20.45,7.02,0.34,3.54,59.6,1.39,4.18,3.93,46,Good,9.69,76.56,0.0153,1.05,5.17,962.94
Auvergne-Rhône-Alpes,Annecy,2015-08-01,15.78,30.45,8.16,15.37,23.53,8.31,0.26,4.23,60.22,1.53,3.78,4.08,95,Satisfactory,9.2,42.95,0.0156,-0.16,4.67,896.19
Auvergne-Rhône-Alpes,Vénissieux,2015-08-01,8.03,16.55,4.74,12.09,16.83,10.0,0.39,1.73,90.41,0.85,2.58,1.85,34,Good,14.35,66.51,0.015,0.87,4.65,679.54
Auvergne-Rhône-Alpes,Valence,2015-08-01,8.63,17.52,2.59,4.67,7.27,9.94,0.4,2.67,45.03,1.29,4.77,3.11,19,Good,17.74,66.99,0.0141,0.87,5.21,1116.67
Auvergne-Rhône-Alpes,Chambéry,2015-08-01,10.21,8.35,5.0,8.9,13.9,3.19,0.34,3.29,79.04,0.84,2.59,2.12,45,Good,8.67,51.64,0.0081,1.17,5.65,1084.76
Provence-Alpes-Côte d'Azur,Marseille,2015-08-01,21.57,31.22,9.99,25.22,35.21,7.57,0.32,1.74,61.34,0.77,2.78,0.99,96,Satisfactory,12.24,50.93,0.0096,1.18,9.58,5791.31
Provence-Alpes-Côte d'Azur,Nice,2015-08-01,9.15,10.64,5.68,12.28,17.97,11.86,0.32,2.05,51.24,1.21,3.75,1.82,38,Good,19.48,53.07,0.0071,1.06,3.84,236.12
Provence-Alpes-Côte d'Azur,Toulon,2015-08-01,7.97,9.56,1.01,2.49,3.5,10.31,0.48,2.56,57.99,0.38,0.99,0.65,47,Good,19.59,51.44,0.0075,0.28,3.6,1140.76
Provence-Alpes-Côte d'Azur,Aix-en-Provence,2015-08-01,9.31,10.6,7.2,19.49,26.69,5.58,0.34,4.9,64.35,0.61,2.02,1.39,42,Good,20.5,73.38,0.0136,1.09,5.41,787.63
Provence-Alpes-Côte d'Azur,Avignon,2015-08-01,9.29,18.34,6.45,19.11,25.56,8.44,0.53,2.18,47.13,0.45,1.49,0.53,21,Good,18.69,64.34,0.0096,1.16,5.61,1656.32
Provence-Alpes-Côte d'Azur,Antibes,2015-08-01,5.94,13.59,4.55,14.97,19.53,9.65,0.35,2.24,43.04,1.02,3.59,1.56,20,Good,19.98,56.48,0.01,0.96,4.32,630.52
Provence-Alpes-Côte d'Azur,Cannes,2015-08-01,12.6,18.47,2.85,5.77,8.62,6.33,0.53,1.07,60.07,1.14,3.31,1.41,95,Satisfactory,20.62,66.6,0.0048,0.44,5.9,1339.63
Provence-Alpes-Côte d'Azur,La Seyne-sur-Mer,2015-08-01,15.71,14.45,11.33,20.16,31.49,6.11,0.46,5.19,69.82,0.67,2.65,0.98,84,Satisfactory,18.37,81.07,0.0089,0.67,3.42,1533.54
Hauts-de-France,Lille,2015-08-01,20.39,31.74,6.31,14.56,20.87,7.28,0.68,3.07,65.54,1.48,2.98,2.73,53,Satisfactory,18.12,76.71,0.0079,1.36,9.27,7950.06
