State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Papua & Maluku,Ambon,2016-08-01,7.33,37.11,6.64,16.81,23.45,8.55,0.69,5.91,34.41,1.55,4.43,4.18,31,Good,8.98,81.54,1.13448,3.63,10.42,6.04
Papua & Maluku,Ternate,2016-08-01,33.14,51.91,9.98,29.75,39.72,10.94,0.67,3.79,26.51,1.58,5.16,2.91,91,Satisfactory,4.42,77.17,0.71366,4.21,4.63,9.04
Papua & Maluku,Sorong,2016-08-01,40.94,81.17,4.28,8.19,12.47,9.41,1.42,5.0,50.08,1.73,5.0,2.28,105,Moderate,1.96,93.81,0.96059,5.44,10.96,23.31
Papua & Maluku,Manokwari,2016-08-01,152.33,258.77,5.1,15.41,20.52,10.03,1.33,5.85,35.83,1.09,2.31,2.08,237,Very Poor,8.56,77.31,0.52082,2.06,7.05,5.65
Papua & Maluku,Merauke,2016-08-01,342.69,446.84,9.92,29.53,39.45,2.78,1.29,6.77,23.29,1.12,3.66,1.84,397,Severe,9.94,87.1,0.78186,5.45,11.2,8.19
Papua & Maluku,Timika,2016-08-01,22.41,35.16,3.69,11.75,15.44,6.64,1.03,4.75,36.51,0.78,2.52,1.71,80,Satisfactory,5.88,88.2,1.47168,5.59,9.47,19.56
Jakarta (DKI),Jakarta Pusat,2016-09-01,20.29,65.92,14.35,25.62,39.97,4.47,1.43,6.82,63.11,1.47,3.59,2.83,60,Satisfactory,6.01,89.93,0.42353,5.06,21.14,17574.58
Jakarta (DKI),Jakarta Utara,2016-09-01,10.26,54.82,8.64,22.55,31.19,10.59,0.9,2.14,40.21,1.74,5.02,4.08,39,Good,7.64,72.61,0.42128,2.87,11.22,1465.71
Jakarta (DKI),Jakarta Barat,2016-09-01,74.86,88.1,20.21,53.69,73.9,6.82,1.31,5.46,26.18,1.21,2.67,3.21,152,Poor,5.9,80.51,0.17104,1.57,11.21,16385.69
Jakarta (DKI),Jakarta Selatan,2016-09-01,70.24,64.59,30.97,52.07,83.04,10.48,1.81,6.67,66.99,1.11,3.34,1.56,156,Poor,4.77,81.68,0.24218,5.37,19.66,17875.38
Jakarta (DKI),Jakarta Timur,2016-09-01,47.36,47.11,18.69,48.31,67.0,5.2,1.6,5.66,48.25,1.34,3.24,3.4,122,Moderate,4.57,82.0,0.0987,5.08,11.66,18872.53
Jakarta (DKI),Kepulauan Seribu,2016-09-01,54.24,36.71,10.63,27.16,37.79,5.91,0.62,5.71,33.69,1.29,4.77,3.52,109,Moderate,21.75,82.45,0.32193,5.39,3.8,796.19
West Java,Bandung,2016-09-01,63.04,42.89,32.04,61.59,93.63,23.55,1.32,5.58,40.44,1.56,4.97,3.73,151,Poor,9.47,96.4,0.19924,4.7,21.23,17785.08
West Java,Bekasi,2016-09-01,42.56,56.77,30.37,51.06,81.43,11.93,1.44,4.68,38.94,1.09,3.8,2.53,105,Moderate,7.5,72.31,0.37446,6.43,3.1,14688.44
West Java,Bogor,2016-09-01,26.94,69.11,7.95,20.77,28.72,1.47,0.71,1.0,25.58,1.47,2.99,3.72,70,Satisfactory,11.04,92.29,0.18612,5.03,13.55,958.65
West Java,Depok,2016-09-01,64.93,38.5,10.66,31.24,41.9,17.02,0.7,6.21,65.2,1.86,6.39,2.93,173,Poor,11.27,90.53,0.01678,3.66,12.37,13305.12
West Java,Cimahi,2016-09-01,38.96,54.63,11.23,30.08,41.31,16.59,0.7,2.41,41.52,1.2,3.94,3.24,118,Moderate,3.68,78.2,0.11354,1.97,6.48,1138.58
West Java,Cirebon,2016-09-01,38.01,44.88,12.23,26.17,38.4,16.63,0.73,4.29,37.93,1.29,4.21,2.33,139,Moderate,6.78,100.0,0.24079,2.89,10.19,523.76
West Java,Sukabumi,2016-09-01,32.51,63.81,9.35,19.15,28.5,11.1,0.55,3.5,32.42,1.22,3.85,2.5,72,Satisfactory,10.98,88.6,0.19964,3.15,14.94,125.73
West Java,Tasikmalaya,2016-09-01,35.52,45.24,12.63,24.94,37.57,21.75,0.35,5.85,38.06,0.64,2.52,0.68,145,Moderate,5.15,98.76,0.08637,5.89,8.55,432.66
West Java,Banjar,2016-09-01,63.63,72.6,6.91,18.68,25.6,13.75,0.99,3.74,49.2,0.71,1.71,1.42,197,Poor,14.79,95.22,0.11415,4.33,10.75,1613.26
West Java,Cianjur,2016-09-01,24.12,42.59,12.57,21.55,34.11,18.18,0.67,5.46,36.49,0.75,2.46,1.29,99,Satisfactory,6.23,100.0,0.34931,5.6,4.25,173.92
West Java,Garut,2016-09-01,34.2,63.05,6.53,17.16,23.69,16.43,0.94,0.8,44.12,1.03,2.82,2.34,68,Satisfactory,9.24,98.76,0.34599,3.95,7.41,1035.03
West Java,Indramayu,2016-09-01,31.51,56.32,16.96,33.39,50.34,18.73,0.56,4.48,29.32,1.73,5.51,2.24,84,Satisfactory,11.75,76.27,0.28478,3.1,9.24,657.19
West Java,Karawang,2016-09-01,85.03,90.08,19.84,42.14,61.98,17.77,0.98,12.34,40.01,3.8,12.46,8.28,163,Poor,4.42,99.93,0.32212,1.6,24.37,3057.82
West Java,Purwakarta,2016-09-01,25.44,75.12,6.59,14.32,20.91,14.21,0.78,0.98,36.02,1.49,3.36,2.77,91,Satisfactory,6.65,77.75,0.28537,5.69,11.87,890.14
West Java,Subang,2016-09-01,43.01,58.17,14.6,27.17,41.77,8.74,0.85,6.53,31.03,1.21,3.18,2.65,112,Moderate,10.46,82.53,0.3426,6.69,9.93,1138.08
West Java,Sumedang,2016-09-01,25.06,54.03,7.94,22.14,30.08,23.96,0.86,5.91,13.84,1.31,4.61,2.17,95,Satisfactory,5.01,95.7,0.26629,4.28,5.93,676.14
East Java,Surabaya,2016-09-01,47.15,43.76,14.6,29.49,44.09,24.0,1.41,4.86,49.68,0.31,0.68,0.46,122,Moderate,17.9,100.0,0.07841,3.58,16.91,14429.16
East Java,Malang,2016-09-01,16.07,55.83,9.81,17.23,27.04,17.9,0.83,6.52,8.17,1.16,2.77,2.94,70,Satisfactory,4.64,88.8,0.11169,5.0,7.11,1539.17
East Java,Batu,2016-09-01,23.7,36.7,9.87,17.03,26.9,10.24,0.79,4.12,17.46,1.2,3.24,2.53,60,Satisfactory,4.57,76.7,0.30368,3.36,12.06,1160.01
East Java,Madiun,2016-09-01,7.0,50.01,8.51,22.21,30.72,18.47,0.61,0.96,36.22,0.68,2.36,1.73,39,Good,3.51,100.0,0.19827,6.36,4.53,1050.76
East Java,Mojokerto,2016-09-01,35.12,55.14,7.96,16.59,24.56,22.86,1.01,5.46,18.9,1.3,4.27,1.55,77,Satisfactory,1.05,82.06,0.11892,4.33,9.66,381.79
East Java,Pasuruan,2016-09-01,38.17,94.73,9.7,28.2,37.9,12.3,0.75,3.39,16.22,1.17,4.05,3.41,120,Moderate,16.38,70.37,0.31854,4.49,14.92,937.07
East Java,Probolinggo,2016-09-01,64.11,79.48,6.71,15.88,22.6,18.29,0.95,7.14,40.38,0.94,1.95,2.46,167,Poor,10.09,67.04,0.295,3.73,7.45,842.85
East Java,Kediri,2016-09-01,23.62,74.28,9.07,24.64,33.72,12.48,0.65,5.61,23.66,1.88,4.97,2.02,62,Satisfactory,13.96,95.17,0.2406,5.44,4.97,1346.11
East Java,Blitar,2016-09-01,25.77,51.2,8.43,23.21,31.63,15.04,0.35,1.51,14.76,1.85,6.46,4.5,56,Satisfactory,12.87,85.81,0.311,5.72,8.51,1121.68
East Java,Banyuwangi,2016-09-01,23.58,47.59,9.97,21.3,31.27,10.39,1.26,6.01,35.14,1.57,5.21,4.61,66,Satisfactory,4.37,93.39,0.1097,3.73,14.4,1677.93
East Java,Jember,2016-09-01,63.23,75.2,12.95,25.15,38.09,12.54,0.81,7.17,35.31,0.95,3.61,2.0,176,Poor,9.26,78.95,0.27091,5.53,12.41,874.17
East Java,Sidoarjo,2016-09-01,76.64,59.45,16.22,28.87,45.1,15.72,0.57,28.48,28.87,2.47,5.27,6.54,164,Poor,4.6,90.86,0.34308,4.86,18.25,2146.9
East Java,Gresik,2016-09-01,43.34,73.42,21.0,39.55,60.55,9.8,0.47,19.55,41.39,2.07,8.09,2.96,117,Moderate,11.8,84.88,0.25658,3.73,27.43,2884.96
East Java,Tuban,2016-09-01,38.78,40.36,8.23,16.22,24.45,17.85,0.84,6.32,35.33,1.41,4.94,3.68,137,Moderate,9.48,87.12,0.24894,4.75,9.8,854.48
East Java,Bojonegoro,2016-09-01,16.53,32.05,6.57,20.71,27.28,12.63,0.81,3.76,43.05,1.29,4.34,3.01,53,Satisfactory,0.64,68.23,0.01558,5.38,12.13,1082.83
Central Java,Semarang,2016-09-01,49.62,94.92,11.26,24.99,36.25,24.63,0.88,6.19,30.09,0.43,1.04,0.45,147,Moderate,10.93,69.03,0.30557,2.62,7.26,976.13
Central Java,Surakarta,2016-09-01,46.35,46.86,8.6,21.98,30.58,17.52,1.06,4.09,44.47,0.03,0.07,0.07,101,Moderate,11.79,91.28,0.33668,5.14,12.08,1114.69
Central Java,Magelang,2016-09-01,37.42,68.21,5.23,17.37,22.6,10.93,0.62,4.28,48.73,0.41,1.37,0.52,120,Moderate,9.9,70.01,0.19956,4.6,13.49,1148.35
Central Java,Pekalongan,2016-09-01,51.62,56.32,14.18,26.64,40.82,10.73,0.71,7.87,38.28,1.32,5.09,3.96,118,Moderate,0.5,67.34,0.27295,2.68,11.15,1809.94
Central Java,Salatiga,2016-09-01,28.05,41.72,13.26,31.5,44.77,15.8,0.51,2.44,32.9,2.0,6.43,3.39,92,Satisfactory,11.04,86.09,0.10224,3.28,13.98,1131.86
Central Java,Tegal,2016-09-01,34.89,72.54,11.9,22.98,34.88,18.07,0.53,2.01,30.47,1.07,4.05,2.01,80,Satisfactory,6.84,98.34,0.26368,5.66,8.63,352.74
Central Java,Cilacap,2016-09-01,34.38,57.21,14.57,38.91,53.48,12.78,0.78,32.89,17.55,2.77,10.97,6.82,64,Satisfactory,3.05,83.57,0.32039,2.34,17.44,2804.75
Central Java,Banyumas,2016-09-01,40.81,30.17,12.57,24.01,36.58,7.5,0.91,6.21,32.07,0.95,3.16,2.71,139,Moderate,6.41,99.11,0.04604,5.63,13.19,1126.93
Central Java,Kendal,2016-09-01,17.97,43.61,10.43,19.69,30.13,9.78,0.75,6.56,33.09,1.94,4.68,4.91,97,Satisfactory,7.85,78.4,0.24689,4.89,10.88,150.91
Central Java,Demak,2016-09-01,26.3,49.7,12.1,21.1,33.2,4.58,0.74,4.93,23.22,0.76,2.84,1.38,51,Satisfactory,0.68,84.07,0.373,3.62,11.13,1568.36
Central Java,Kudus,2016-09-01,30.08,67.64,8.99,23.96,32.95,13.99,0.61,4.23,33.27,1.57,4.67,4.56,91,Satisfactory,6.0,75.73,0.11605,3.46,13.0,1694.96
Central Java,Jepara,2016-09-01,31.78,53.22,12.83,25.18,38.01,14.23,0.99,3.69,61.05,1.28,2.74,1.55,75,Satisfactory,4.94,81.97,0.13706,3.73,9.67,548.43
Central Java,Pati,2016-09-01,28.68,62.79,13.05,24.26,37.3,15.72,1.07,1.89,37.8,1.4,4.66,3.09,73,Satisfactory,10.48,77.78,0.21309,5.3,11.04,899.74
Central Java,Rembang,2016-09-01,24.72,50.32,5.21,14.34,19.54,16.97,0.98,2.83,44.2,1.55,3.26,3.21,71,Satisfactory,6.61,84.49,0.25246,4.06,11.29,1214.37
Sumatra,Medan,2016-09-01,234.99,189.7,32.7,54.9,87.6,10.59,3.12,7.23,29.51,1.18,4.05,3.47,261,Very Poor,5.31,86.28,1.54969,3.7,2.97,16375.27
Sumatra,Palembang,2016-09-01,57.13,124.01,10.47,22.88,33.35,8.38,1.47,9.43,51.01,0.88,2.24,2.0,177,Poor,0.5,73.73,0.80115,3.82,11.05,964.76
Sumatra,Padang,2016-09-01,273.08,357.99,7.15,12.8,19.95,11.08,2.09,5.27,36.4,1.82,6.55,2.97,305,Severe,11.84,84.03,1.14984,2.17,9.97,1151.92
Sumatra,Bandar Lampung,2016-09-01,107.04,174.35,8.42,18.76,27.19,9.87,0.89,3.78,28.42,1.25,3.16,1.92,170,Poor,9.61,92.24,1.25491,4.64,9.11,760.24
Sumatra,Pekanbaru,2016-09-01,66.52,240.65,12.18,27.46,39.63,10.28,1.74,7.44,44.27,1.45,4.94,2.03,183,Poor,8.53,100.0,0.444,1.91,10.36,1560.11
Sumatra,Jambi,2016-09-01,27.79,39.49,10.13,27.87,38.0,9.37,0.46,4.71,31.69,1.06,2.9,2.1,75,Satisfactory,8.5,79.98,1.00351,4.62,11.11,499.76
Sumatra,Bengkulu,2016-09-01,290.4,424.89,14.1,23.71,37.8,12.91,1.75,5.76,17.34,1.12,4.23,1.86,303,Severe,2.82,93.96,1.16403,4.4,6.22,798.3
Sumatra,Banda Aceh,2016-09-01,40.09,48.17,12.94,21.72,34.66,10.37,0.93,2.98,48.65,1.1,3.43,2.92,110,Moderate,1.23,81.46,1.02023,5.03,6.53,727.22
Sumatra,Pangkal Pinang,2016-09-01,29.83,31.91,7.99,21.04,29.03,7.13,0.61,4.95,36.2,1.45,5.05,3.4,76,Satisfactory,10.67,86.3,1.7322,3.28,14.58,1042.07
Sumatra,Tanjung Pinang,2016-09-01,94.48,121.03,12.47,29.27,41.74,3.82,1.7,8.56,30.84,0.96,2.86,2.84,153,Poor,10.36,68.81,1.91479,3.58,12.04,1308.59
Sumatra,Binjai,2016-09-01,117.38,188.33,6.52,11.97,18.49,6.06,1.55,5.88,36.91,1.11,3.43,3.01,197,Poor,6.66,99.45,1.02236,4.86,10.68,526.26
Sumatra,Dumai,2016-09-01,50.53,65.15,14.58,44.27,58.85,3.92,0.93,1.96,26.78,1.65,4.41,1.9,121,Moderate,3.2,69.26,1.26139,4.6,14.41,1055.01
Sumatra,Bukittinggi,2016-09-01,59.65,273.62,14.82,27.42,42.25,7.82,0.9,0.98,39.04,1.39,5.0,2.36,189,Poor,3.1,85.47,1.76044,4.18,11.33,1010.21
Kalimantan (Borneo),Balikpapan,2016-09-01,23.43,27.9,22.05,36.94,58.98,4.8,0.66,24.81,48.66,1.82,6.31,1.98,76,Satisfactory,10.91,86.41,1.29652,3.79,14.8,1557.2
Kalimantan (Borneo),Samarinda,2016-09-01,108.82,279.28,12.61,24.37,36.98,6.58,1.69,5.88,42.12,1.16,3.16,2.74,175,Poor,6.84,91.74,1.35071,3.24,15.05,1672.76
Kalimantan (Borneo),Banjarmasin,2016-09-01,45.44,66.62,7.08,13.75,20.83,5.3,0.54,4.06,44.67,1.33,2.88,3.45,113,Moderate,10.51,83.21,0.81602,4.99,4.41,982.82
Kalimantan (Borneo),Pontianak,2016-09-01,184.46,304.66,6.71,19.89,26.6,9.87,1.28,3.55,35.37,1.28,2.65,3.26,257,Very Poor,10.56,73.64,1.35384,3.26,9.15,901.58
Kalimantan (Borneo),Palangka Raya,2016-09-01,132.44,232.89,5.36,11.49,16.86,9.29,1.75,7.65,25.2,0.91,3.15,2.22,188,Poor,11.46,81.58,1.15216,4.33,11.22,585.6
Kalimantan (Borneo),Tarakan,2016-09-01,116.37,270.14,18.39,32.52,50.91,10.56,1.46,7.25,20.92,1.76,5.88,2.03,180,Poor,9.78,97.17,0.80506,3.24,12.5,1507.97
Kalimantan (Borneo),Banjarbaru,2016-09-01,63.35,248.4,9.28,21.11,30.4,8.79,1.66,4.73,35.57,1.1,3.71,2.45,161,Poor,4.01,78.05,1.3811,3.93,4.83,1227.76
Kalimantan (Borneo),Bontang,2016-09-01,448.68,381.1,16.09,46.94,63.03,10.52,1.06,8.02,35.02,1.98,5.09,4.34,350,Severe,0.5,96.41,1.06409,5.41,17.85,3106.41
Kalimantan (Borneo),Singkawang,2016-09-01,145.03,276.5,6.42,11.13,17.55,4.1,1.68,3.2,52.02,1.14,3.12,1.33,154,Poor,5.74,90.22,1.21031,4.47,12.09,1073.6
Sulawesi,Makassar,2016-09-01,21.39,61.1,14.03,27.26,41.29,6.31,0.91,4.9,36.84,0.68,1.46,1.76,92,Satisfactory,1.59,79.67,0.15545,4.94,10.27,996.08
Sulawesi,Manado,2016-09-01,36.2,75.23,5.93,16.31,22.24,10.11,0.71,4.75,27.12,1.57,4.52,3.88,123,Moderate,5.54,78.08,0.40091,5.17,10.51,991.73
Sulawesi,Palu,2016-09-01,41.91,42.85,8.04,15.46,23.5,7.99,0.57,3.43,34.26,1.18,4.03,1.22,133,Moderate,8.68,65.76,0.36165,2.51,10.4,1561.3
Sulawesi,Kendari,2016-09-01,21.0,56.68,10.05,24.68,34.74,4.88,0.93,6.9,22.9,1.43,3.89,2.5,76,Satisfactory,4.09,88.54,0.02742,5.8,8.41,654.28
Sulawesi,Gorontalo,2016-09-01,73.57,51.35,13.74,27.97,41.71,7.55,0.75,6.25,34.59,0.49,1.78,1.28,189,Poor,4.47,78.55,0.13876,3.48,6.29,1014.47
Sulawesi,Bitung,2016-09-01,24.87,44.66,17.28,30.55,47.83,9.34,1.03,2.5,36.26,0.6,2.2,1.32,60,Satisfactory,7.53,90.23,0.21494,4.37,14.21,1061.5
Sulawesi,Palopo,2016-09-01,35.65,118.93,7.96,18.55,26.51,7.64,0.8,0.64,25.37,0.74,2.59,0.91,106,Moderate,7.15,100.0,0.23584,4.12,13.37,661.6
Sulawesi,Baubau,2016-09-01,15.17,55.58,14.28,27.23,41.5,7.44,0.96,3.59,17.87,1.92,5.06,4.07,81,Satisfactory,5.3,99.1,0.16267,3.87,9.4,1392.22
Sulawesi,Parepare,2016-09-01,23.39,62.38,10.78,24.09,34.87,7.04,1.02,3.65,31.1,1.24,3.77,2.35,52,Satisfactory,8.24,61.72,0.45126,5.28,7.86,1047.37
Bali & Nusa Tenggara,Denpasar,2016-09-01,39.95,79.78,5.91,15.78,21.69,18.17,0.79,1.93,28.12,1.41,5.25,3.66,113,Moderate,24.93,68.0,0.11419,4.35,14.39,1077.29
Bali & Nusa Tenggara,Mataram,2016-09-01,55.73,60.2,13.98,26.2,40.18,11.05,0.8,0.47,15.51,0.95,3.03,2.21,185,Poor,6.13,88.24,0.20794,3.31,10.14,528.93
Bali & Nusa Tenggara,Kupang,2016-09-01,41.3,77.31,11.81,24.27,36.08,15.63,0.97,3.28,41.01,1.15,2.96,1.48,114,Moderate,12.17,72.94,0.17163,5.7,3.78,941.47
Bali & Nusa Tenggara,Bima,2016-09-01,29.01,38.11,9.85,23.7,33.54,17.54,1.15,6.41,47.64,0.81,2.04,1.34,71,Satisfactory,12.2,95.92,0.28613,4.79,9.95,5.0
Bali & Nusa Tenggara,Singaraja,2016-09-01,78.76,117.78,7.65,17.78,25.43,11.57,0.81,6.12,30.76,1.1,2.37,1.3,193,Poor,9.72,81.15,0.24052,6.02,10.41,1435.11
Papua & Maluku,Jayapura,2016-09-01,25.14,48.3,8.83,27.23,36.06,11.19,0.36,6.52,42.0,2.37,8.19,5.99,81,Satisfactory,18.1,83.16,1.91214,4.37,10.06,14.75
Papua & Maluku,Ambon,2016-09-01,240.36,245.8,7.16,13.53,20.69,6.38,1.48,5.74,23.65,1.84,5.12,2.1,272,Very Poor,24.4,86.58,0.76881,5.41,7.99,12.89
Papua & Maluku,Ternate,2016-09-01,102.16,121.34,15.05,27.28,42.33,6.87,1.51,3.61,52.33,0.57,2.07,1.03,152,Poor,2.31,100.0,1.31827,4.96,7.19,5.0
Papua & Maluku,Sorong,2016-09-01,70.67,303.11,7.34,15.79,23.13,7.75,1.91,3.89,41.84,0.53,1.71,1.34,196,Poor,28.01,91.73,0.54438,2.39,11.25,15.36
Papua & Maluku,Manokwari,2016-09-01,243.39,451.08,8.01,15.91,23.92,5.01,1.45,5.26,10.47,1.0,2.32,2.67,283,Very Poor,1.45,78.74,1.29461,4.73,17.2,37.54
Papua & Maluku,Merauke,2016-09-01,24.99,45.31,8.45,23.5,31.95,9.53,0.7,4.74,41.51,1.47,4.72,2.4,75,Satisfactory,6.81,97.45,1.60628,2.58,6.79,25.8
Papua & Maluku,Timika,2016-09-01,111.5,158.69,9.27,22.69,31.96,9.12,1.42,5.22,38.51,1.43,4.98,1.75,175,Poor,11.25,77.36,0.96067,2.63,8.12,21.12
Jakarta (DKI),Jakarta Pusat,2016-10-01,24.22,85.66,23.18,57.88,81.06,7.82,0.89,3.97,54.22,1.41,5.63,1.82,89,Satisfactory,6.25,93.08,0.22717,2.87,13.81,17611.88
Jakarta (DKI),Jakarta Utara,2016-10-01,21.47,21.18,11.36,21.98,33.35,8.31,0.83,5.71,32.22,1.06,2.55,1.18,80,Satisfactory,12.28,86.13,0.26583,3.97,9.06,1605.78
Jakarta (DKI),Jakarta Barat,2016-10-01,42.85,73.25,24.99,52.94,77.93,8.84,0.88,4.4,28.91,1.02,2.13,2.53,133,Moderate,10.48,89.42,0.25989,4.46,16.96,13976.98
Jakarta (DKI),Jakarta Selatan,2016-10-01,113.18,72.87,25.53,71.82,97.35,10.96,1.28,8.11,44.02,1.15,3.01,3.26,158,Poor,13.25,85.9,0.19154,2.82,18.65,8146.59
Jakarta (DKI),Jakarta Timur,2016-10-01,56.63,39.69,13.26,32.59,45.86,8.35,1.69,4.84,50.89,1.08,3.01,1.83,193,Poor,8.66,72.94,0.31559,3.54,14.1,12617.26
Jakarta (DKI),Kepulauan Seribu,2016-10-01,31.16,50.86,7.59,14.83,22.42,7.59,1.09,6.85,36.82,0.88,2.76,1.9,59,Satisfactory,12.98,93.9,0.17405,3.86,9.87,1317.44
West Java,Bandung,2016-10-01,41.53,47.31,22.11,50.84,72.95,10.56,1.21,3.99,60.51,1.27,4.58,3.13,142,Moderate,0.5,89.57,0.0567,4.32,15.14,18926.07
West Java,Bekasi,2016-10-01,61.73,58.95,29.71,58.5,88.21,4.54,1.39,5.85,77.8,1.14,2.68,1.34,179,Poor,8.74,73.3,0.07569,5.1,20.25,16196.98
West Java,Bogor,2016-10-01,44.4,75.88,5.67,12.26,17.93,11.51,0.92,3.45,36.4,0.93,3.28,1.03,114,Moderate,10.71,89.41,0.181,4.11,3.55,1098.39
West Java,Depok,2016-10-01,68.03,31.15,20.94,45.33,66.27,14.0,1.74,3.97,42.16,2.11,6.38,5.75,169,Poor,4.1,86.67,0.12949,2.64,14.58,10621.67
West Java,Cimahi,2016-10-01,25.26,72.5,7.19,14.82,22.01,19.29,0.7,9.48,40.52,1.53,5.88,2.74,63,Satisfactory,6.87,86.85,0.36942,4.98,8.89,1336.7
West Java,Cirebon,2016-10-01,22.34,80.95,12.8,33.69,46.49,14.6,0.92,4.9,47.44,1.42,3.29,2.83,64,Satisfactory,0.5,87.14,0.21957,6.18,7.56,1659.25
West Java,Sukabumi,2016-10-01,56.55,113.88,7.41,16.96,24.37,15.33,0.81,2.56,37.65,0.85,2.96,1.26,189,Poor,6.38,85.88,0.37905,4.13,8.68,1324.16
West Java,Tasikmalaya,2016-10-01,48.21,53.31,8.85,28.68,37.53,20.03,0.55,5.25,41.22,1.12,2.51,1.8,141,Moderate,4.87,88.98,0.10367,2.37,10.43,960.25
West Java,Banjar,2016-10-01,22.46,44.88,10.19,20.45,30.65,6.24,0.87,5.02,32.26,1.24,3.54,1.52,66,Satisfactory,11.46,89.4,0.17133,5.91,11.41,1227.16
West Java,Cianjur,2016-10-01,40.81,45.08,3.71,6.78,10.49,15.71,0.68,5.25,15.41,1.72,4.58,2.47,141,Moderate,7.2,79.52,0.20894,4.83,5.75,1177.44
West Java,Garut,2016-10-01,35.23,49.21,10.62,28.95,39.56,13.3,0.56,6.87,43.07,1.39,2.9,4.15,62,Satisfactory,0.77,81.77,0.22748,6.35,8.96,384.0
West Java,Indramayu,2016-10-01,25.54,46.0,6.21,19.93,26.14,10.11,0.84,2.57,41.79,1.07,3.49,2.19,96,Satisfactory,9.86,60.0,0.15066,4.88,10.68,1188.89
West Java,Karawang,2016-10-01,73.62,101.64,27.26,67.33,94.59,6.3,1.08,14.84,32.45,3.1,7.19,7.76,193,Poor,6.31,82.96,0.31065,3.48,15.62,2082.66
West Java,Purwakarta,2016-10-01,53.63,90.72,5.98,13.44,19.42,15.83,0.76,2.25,18.71,1.62,4.54,4.43,102,Moderate,0.5,92.13,0.28492,4.18,6.94,760.02
West Java,Subang,2016-10-01,28.91,79.57,9.45,17.83,27.28,5.03,0.75,6.12,19.1,0.96,3.04,1.22,82,Satisfactory,12.24,89.49,0.31446,5.42,12.28,1558.0
West Java,Sumedang,2016-10-01,32.5,20.84,3.79,11.79,15.57,4.97,0.73,7.27,34.67,1.11,3.56,1.73,97,Satisfactory,5.74,80.79,0.32221,4.13,7.39,518.13
East Java,Surabaya,2016-10-01,56.26,62.23,11.94,36.13,48.07,17.39,1.5,3.66,61.89,1.75,5.63,5.13,171,Poor,13.73,93.65,0.2891,2.3,15.98,18280.08
East Java,Malang,2016-10-01,49.97,42.87,8.01,20.93,28.94,20.59,0.65,2.5,35.38,1.08,3.94,3.15,112,Moderate,9.45,71.27,0.20674,4.22,8.57,260.15
East Java,Batu,2016-10-01,35.44,54.65,15.61,26.15,41.75,19.19,0.45,7.29,40.3,1.23,3.99,1.6,120,Moderate,12.56,60.0,0.3244,4.56,5.32,1515.29
East Java,Madiun,2016-10-01,60.76,12.81,7.77,18.55,26.32,23.43,1.03,5.28,35.66,1.31,4.71,2.65,174,Poor,9.43,70.76,0.189,5.2,9.04,1700.43
East Java,Mojokerto,2016-10-01,36.14,58.82,11.67,23.04,34.71,10.41,0.75,3.42,44.39,0.82,2.13,1.8,110,Moderate,5.19,80.72,0.00917,1.82,7.73,784.41
East Java,Pasuruan,2016-10-01,35.5,51.0,8.77,23.82,32.59,11.0,0.75,3.67,16.31,1.53,4.21,4.18,128,Moderate,10.26,100.0,0.17375,9.06,9.73,806.65
East Java,Probolinggo,2016-10-01,58.19,89.76,8.6,22.52,31.12,16.93,0.5,6.41,44.88,0.64,1.61,1.7,177,Poor,5.8,81.94,0.18477,4.27,5.49,1570.96
East Java,Kediri,2016-10-01,49.12,65.31,4.31,11.12,15.43,12.6,0.69,7.01,26.88,1.25,2.72,1.34,138,Moderate,7.64,74.71,0.1836,6.24,7.7,1401.65
East Java,Blitar,2016-10-01,16.9,91.34,6.87,12.18,19.05,14.33,1.13,5.1,33.03,1.71,6.1,2.55,82,Satisfactory,1.97,78.97,0.05305,3.63,7.89,566.41
East Java,Banyuwangi,2016-10-01,40.57,75.56,13.22,33.37,46.59,15.23,0.71,2.33,25.64,0.5,1.08,0.83,144,Moderate,9.69,100.0,0.36033,4.33,11.15,1119.92
East Java,Jember,2016-10-01,44.1,31.02,6.27,14.74,21.0,18.38,1.01,4.31,55.82,0.78,2.8,1.28,113,Moderate,4.96,85.95,0.19407,4.27,8.41,1494.44
East Java,Sidoarjo,2016-10-01,22.09,62.21,15.7,49.06,64.76,14.01,0.93,23.03,24.31,3.67,8.28,6.96,98,Satisfactory,9.05,88.99,0.30171,3.0,15.94,3068.03
East Java,Gresik,2016-10-01,112.75,114.5,24.38,42.42,66.8,15.78,0.76,22.73,53.9,2.77,8.75,6.3,175,Poor,6.68,93.65,0.10053,5.54,18.85,1784.98
East Java,Tuban,2016-10-01,30.27,74.89,9.95,17.42,27.37,10.39,1.06,3.9,39.7,1.27,3.54,2.99,86,Satisfactory,12.71,81.95,0.20425,4.64,9.71,1805.45
East Java,Bojonegoro,2016-10-01,61.49,92.64,8.51,26.76,35.27,17.17,0.61,6.37,36.44,1.28,3.96,2.83,197,Poor,5.55,89.03,0.28436,3.85,1.75,1213.56
